#,Date-Time (UTC Standard Time),Ch: 1 - Temperature Avg : Avg (°C ),Host Connected,End of File
53,05/13/2022 13:20:00,11.066,,
54,05/13/2022 13:25:00,11.108,,
55,05/13/2022 13:30:00,11.098,,
56,05/13/2022 13:35:00,11.098,,
57,05/13/2022 13:40:00,11.108,,
58,05/13/2022 13:45:00,11.087,,
59,05/13/2022 13:50:00,11.087,,
60,05/13/2022 13:55:00,11.098,,
61,05/13/2022 14:00:00,11.098,,
62,05/13/2022 14:05:00,11.108,,
63,05/13/2022 14:10:00,11.098,,
64,05/13/2022 14:15:00,11.119,,
65,05/13/2022 14:20:00,11.108,,
66,05/13/2022 14:25:00,11.108,,
67,05/13/2022 14:30:00,11.108,,
68,05/13/2022 14:35:00,11.141,,
69,05/13/2022 14:40:00,11.173,,
70,05/13/2022 14:45:00,11.184,,
71,05/13/2022 14:50:00,11.184,,
72,05/13/2022 14:55:00,11.205,,
73,05/13/2022 15:00:00,11.184,,
74,05/13/2022 15:05:00,11.216,,
75,05/13/2022 15:10:00,11.205,,
76,05/13/2022 15:15:00,11.226,,
77,05/13/2022 15:20:00,11.248,,
78,05/13/2022 15:25:00,11.269,,
79,05/13/2022 15:30:00,11.269,,
80,05/13/2022 15:35:00,11.269,,
81,05/13/2022 15:40:00,11.291,,
82,05/13/2022 15:45:00,11.291,,
83,05/13/2022 15:50:00,11.301,,
84,05/13/2022 15:55:00,11.301,,
85,05/13/2022 16:00:00,11.280,,
86,05/13/2022 16:05:00,11.291,,
87,05/13/2022 16:10:00,11.280,,
88,05/13/2022 16:15:00,11.280,,
89,05/13/2022 16:20:00,11.269,,
90,05/13/2022 16:25:00,11.259,,
91,05/13/2022 16:30:00,11.259,,
92,05/13/2022 16:35:00,11.259,,
93,05/13/2022 16:40:00,11.248,,
94,05/13/2022 16:45:00,11.237,,
95,05/13/2022 16:50:00,11.216,,
96,05/13/2022 16:55:00,11.216,,
97,05/13/2022 17:00:00,11.216,,
98,05/13/2022 17:05:00,11.205,,
99,05/13/2022 17:10:00,11.184,,
100,05/13/2022 17:15:00,11.184,,
101,05/13/2022 17:20:00,11.162,,
102,05/13/2022 17:25:00,11.141,,
103,05/13/2022 17:30:00,11.130,,
104,05/13/2022 17:35:00,11.119,,
105,05/13/2022 17:40:00,11.098,,
106,05/13/2022 17:45:00,11.087,,
107,05/13/2022 17:50:00,11.055,,
108,05/13/2022 17:55:00,11.033,,
109,05/13/2022 18:00:00,11.012,,
110,05/13/2022 18:05:00,10.990,,
111,05/13/2022 18:10:00,10.980,,
112,05/13/2022 18:15:00,10.937,,
113,05/13/2022 18:20:00,10.926,,
114,05/13/2022 18:25:00,10.894,,
115,05/13/2022 18:30:00,10.883,,
116,05/13/2022 18:35:00,10.851,,
117,05/13/2022 18:40:00,10.830,,
118,05/13/2022 18:45:00,10.808,,
119,05/13/2022 18:50:00,10.776,,
120,05/13/2022 18:55:00,10.754,,
121,05/13/2022 19:00:00,10.733,,
122,05/13/2022 19:05:00,10.712,,
123,05/13/2022 19:10:00,10.669,,
124,05/13/2022 19:15:00,10.658,,
125,05/13/2022 19:20:00,10.626,,
126,05/13/2022 19:25:00,10.594,,
127,05/13/2022 19:30:00,10.594,,
128,05/13/2022 19:35:00,10.583,,
129,05/13/2022 19:40:00,10.561,,
130,05/13/2022 19:45:00,10.551,,
131,05/13/2022 19:50:00,10.508,,
132,05/13/2022 19:55:00,10.486,,
133,05/13/2022 20:00:00,10.476,,
134,05/13/2022 20:05:00,10.454,,
135,05/13/2022 20:10:00,10.433,,
136,05/13/2022 20:15:00,10.411,,
137,05/13/2022 20:20:00,10.411,,
138,05/13/2022 20:25:00,10.390,,
139,05/13/2022 20:30:00,10.347,,
140,05/13/2022 20:35:00,10.347,,
141,05/13/2022 20:40:00,10.347,,
142,05/13/2022 20:45:00,10.347,,
143,05/13/2022 20:50:00,10.315,,
144,05/13/2022 20:55:00,10.272,,
145,05/13/2022 21:00:00,10.240,,
146,05/13/2022 21:05:00,10.229,,
147,05/13/2022 21:10:00,10.240,,
148,05/13/2022 21:15:00,10.218,,
149,05/13/2022 21:20:00,10.208,,
150,05/13/2022 21:25:00,10.186,,
151,05/13/2022 21:30:00,10.165,,
152,05/13/2022 21:35:00,10.143,,
153,05/13/2022 21:40:00,10.111,,
154,05/13/2022 21:45:00,10.100,,
155,05/13/2022 21:50:00,10.090,,
156,05/13/2022 21:55:00,10.090,,
157,05/13/2022 22:00:00,10.090,,
158,05/13/2022 22:05:00,10.068,,
159,05/13/2022 22:10:00,10.047,,
160,05/13/2022 22:15:00,10.036,,
161,05/13/2022 22:20:00,10.004,,
162,05/13/2022 22:25:00,10.004,,
163,05/13/2022 22:30:00,9.993,,
164,05/13/2022 22:35:00,9.982,,
165,05/13/2022 22:40:00,9.972,,
166,05/13/2022 22:45:00,9.982,,
167,05/13/2022 22:50:00,9.950,,
168,05/13/2022 22:55:00,9.961,,
169,05/13/2022 23:00:00,9.950,,
170,05/13/2022 23:05:00,9.907,,
171,05/13/2022 23:10:00,9.896,,
172,05/13/2022 23:15:00,9.875,,
173,05/13/2022 23:20:00,9.864,,
174,05/13/2022 23:25:00,9.854,,
175,05/13/2022 23:30:00,9.864,,
176,05/13/2022 23:35:00,9.854,,
177,05/13/2022 23:40:00,9.843,,
178,05/13/2022 23:45:00,9.832,,
179,05/13/2022 23:50:00,9.811,,
180,05/13/2022 23:55:00,9.811,,
181,05/14/2022 00:00:00,9.789,,
182,05/14/2022 00:05:00,9.800,,
183,05/14/2022 00:10:00,9.779,,
184,05/14/2022 00:15:00,9.757,,
185,05/14/2022 00:20:00,9.746,,
186,05/14/2022 00:25:00,9.746,,
187,05/14/2022 00:30:00,9.725,,
188,05/14/2022 00:35:00,9.725,,
189,05/14/2022 00:40:00,9.714,,
190,05/14/2022 00:45:00,9.703,,
191,05/14/2022 00:50:00,9.682,,
192,05/14/2022 00:55:00,9.682,,
193,05/14/2022 01:00:00,9.661,,
194,05/14/2022 01:05:00,9.661,,
195,05/14/2022 01:10:00,9.650,,
196,05/14/2022 01:15:00,9.650,,
197,05/14/2022 01:20:00,9.628,,
198,05/14/2022 01:25:00,9.618,,
199,05/14/2022 01:30:00,9.618,,
200,05/14/2022 01:35:00,9.607,,
201,05/14/2022 01:40:00,9.596,,
202,05/14/2022 01:45:00,9.575,,
203,05/14/2022 01:50:00,9.575,,
204,05/14/2022 01:55:00,9.553,,
205,05/14/2022 02:00:00,9.553,,
206,05/14/2022 02:05:00,9.543,,
207,05/14/2022 02:10:00,9.521,,
208,05/14/2022 02:15:00,9.510,,
209,05/14/2022 02:20:00,9.500,,
210,05/14/2022 02:25:00,9.489,,
211,05/14/2022 02:30:00,9.478,,
212,05/14/2022 02:35:00,9.510,,
213,05/14/2022 02:40:00,9.489,,
214,05/14/2022 02:45:00,9.489,,
215,05/14/2022 02:50:00,9.489,,
216,05/14/2022 02:55:00,9.457,,
217,05/14/2022 03:00:00,9.457,,
218,05/14/2022 03:05:00,9.446,,
219,05/14/2022 03:10:00,9.414,,
220,05/14/2022 03:15:00,9.425,,
221,05/14/2022 03:20:00,9.414,,
222,05/14/2022 03:25:00,9.403,,
223,05/14/2022 03:30:00,9.403,,
224,05/14/2022 03:35:00,9.403,,
225,05/14/2022 03:40:00,9.392,,
226,05/14/2022 03:45:00,9.371,,
227,05/14/2022 03:50:00,9.392,,
228,05/14/2022 03:55:00,9.360,,
229,05/14/2022 04:00:00,9.371,,
230,05/14/2022 04:05:00,9.350,,
231,05/14/2022 04:10:00,9.339,,
232,05/14/2022 04:15:00,9.339,,
233,05/14/2022 04:20:00,9.328,,
234,05/14/2022 04:25:00,9.328,,
235,05/14/2022 04:30:00,9.328,,
236,05/14/2022 04:35:00,9.317,,
237,05/14/2022 04:40:00,9.317,,
238,05/14/2022 04:45:00,9.307,,
239,05/14/2022 04:50:00,9.317,,
240,05/14/2022 04:55:00,9.296,,
241,05/14/2022 05:00:00,9.307,,
242,05/14/2022 05:05:00,9.307,,
243,05/14/2022 05:10:00,9.296,,
244,05/14/2022 05:15:00,9.296,,
245,05/14/2022 05:20:00,9.285,,
246,05/14/2022 05:25:00,9.285,,
247,05/14/2022 05:30:00,9.307,,
248,05/14/2022 05:35:00,9.296,,
249,05/14/2022 05:40:00,9.307,,
250,05/14/2022 05:45:00,9.317,,
251,05/14/2022 05:50:00,9.317,,
252,05/14/2022 05:55:00,9.317,,
253,05/14/2022 06:00:00,9.307,,
254,05/14/2022 06:05:00,9.296,,
255,05/14/2022 06:10:00,9.317,,
256,05/14/2022 06:15:00,9.317,,
257,05/14/2022 06:20:00,9.339,,
258,05/14/2022 06:25:00,9.360,,
259,05/14/2022 06:30:00,9.360,,
260,05/14/2022 06:35:00,9.360,,
261,05/14/2022 06:40:00,9.382,,
262,05/14/2022 06:45:00,9.403,,
263,05/14/2022 06:50:00,9.425,,
264,05/14/2022 06:55:00,9.457,,
265,05/14/2022 07:00:00,9.457,,
266,05/14/2022 07:05:00,9.489,,
267,05/14/2022 07:10:00,9.478,,
268,05/14/2022 07:15:00,9.510,,
269,05/14/2022 07:20:00,9.532,,
270,05/14/2022 07:25:00,9.564,,
271,05/14/2022 07:30:00,9.596,,
272,05/14/2022 07:35:00,9.628,,
273,05/14/2022 07:40:00,9.650,,
274,05/14/2022 07:45:00,9.671,,
275,05/14/2022 07:50:00,9.703,,
276,05/14/2022 07:55:00,9.736,,
277,05/14/2022 08:00:00,9.789,,
278,05/14/2022 08:05:00,9.821,,
279,05/14/2022 08:10:00,9.864,,
280,05/14/2022 08:15:00,9.929,,
281,05/14/2022 08:20:00,9.972,,
282,05/14/2022 08:25:00,10.025,,
283,05/14/2022 08:30:00,10.100,,
284,05/14/2022 08:35:00,10.143,,
285,05/14/2022 08:40:00,10.186,,
286,05/14/2022 08:45:00,10.250,,
287,05/14/2022 08:50:00,10.304,,
288,05/14/2022 08:55:00,10.347,,
289,05/14/2022 09:00:00,10.411,,
290,05/14/2022 09:05:00,10.454,,
291,05/14/2022 09:10:00,10.508,,
292,05/14/2022 09:15:00,10.561,,
293,05/14/2022 09:20:00,10.615,,
294,05/14/2022 09:25:00,10.679,,
295,05/14/2022 09:30:00,10.744,,
296,05/14/2022 09:35:00,10.819,,
297,05/14/2022 09:40:00,10.872,,
298,05/14/2022 09:45:00,10.915,,
299,05/14/2022 09:50:00,10.969,,
300,05/14/2022 09:55:00,11.044,,
301,05/14/2022 10:00:00,11.087,,
302,05/14/2022 10:05:00,11.151,,
303,05/14/2022 10:10:00,11.216,,
304,05/14/2022 10:15:00,11.269,,
305,05/14/2022 10:20:00,11.344,,
306,05/14/2022 10:25:00,11.430,,
307,05/14/2022 10:30:00,11.484,,
308,05/14/2022 10:35:00,11.559,,
309,05/14/2022 10:40:00,11.634,,
310,05/14/2022 10:45:00,11.720,,
311,05/14/2022 10:50:00,11.806,,
312,05/14/2022 10:55:00,11.859,,
313,05/14/2022 11:00:00,11.934,,
314,05/14/2022 11:05:00,12.020,,
315,05/14/2022 11:10:00,12.063,,
316,05/14/2022 11:15:00,12.127,,
317,05/14/2022 11:20:00,12.192,,
318,05/14/2022 11:25:00,12.267,,
319,05/14/2022 11:30:00,12.353,,
320,05/14/2022 11:35:00,12.417,,
321,05/14/2022 11:40:00,12.471,,
322,05/14/2022 11:45:00,12.524,,
323,05/14/2022 11:50:00,12.578,,
324,05/14/2022 11:55:00,12.642,,
325,05/14/2022 12:00:00,12.696,,
326,05/14/2022 12:05:00,12.749,,
327,05/14/2022 12:10:00,12.803,,
328,05/14/2022 12:15:00,12.878,,
329,05/14/2022 12:20:00,12.921,,
330,05/14/2022 12:25:00,12.996,,
331,05/14/2022 12:30:00,13.039,,
332,05/14/2022 12:35:00,13.093,,
333,05/14/2022 12:40:00,13.135,,
334,05/14/2022 12:45:00,13.189,,
335,05/14/2022 12:50:00,13.243,,
336,05/14/2022 12:55:00,13.296,,
337,05/14/2022 13:00:00,13.350,,
338,05/14/2022 13:05:00,13.382,,
339,05/14/2022 13:10:00,13.436,,
340,05/14/2022 13:15:00,13.457,,
341,05/14/2022 13:20:00,13.511,,
342,05/14/2022 13:25:00,13.543,,
343,05/14/2022 13:30:00,13.586,,
344,05/14/2022 13:35:00,13.618,,
345,05/14/2022 13:40:00,13.640,,
346,05/14/2022 13:45:00,13.672,,
347,05/14/2022 13:50:00,13.704,,
348,05/14/2022 13:55:00,13.725,,
349,05/14/2022 14:00:00,13.779,,
350,05/14/2022 14:05:00,13.800,,
351,05/14/2022 14:10:00,13.790,,
352,05/14/2022 14:15:00,13.811,,
353,05/14/2022 14:20:00,13.822,,
354,05/14/2022 14:25:00,13.811,,
355,05/14/2022 14:30:00,13.811,,
356,05/14/2022 14:35:00,13.800,,
357,05/14/2022 14:40:00,13.779,,
358,05/14/2022 14:45:00,13.768,,
359,05/14/2022 14:50:00,13.758,,
360,05/14/2022 14:55:00,13.768,,
361,05/14/2022 15:00:00,13.747,,
362,05/14/2022 15:05:00,13.715,,
363,05/14/2022 15:10:00,13.682,,
364,05/14/2022 15:15:00,13.650,,
365,05/14/2022 15:20:00,13.607,,
366,05/14/2022 15:25:00,13.597,,
367,05/14/2022 15:30:00,13.597,,
368,05/14/2022 15:35:00,13.575,,
369,05/14/2022 15:40:00,13.554,,
370,05/14/2022 15:45:00,13.500,,
371,05/14/2022 15:50:00,13.446,,
372,05/14/2022 15:55:00,13.404,,
373,05/14/2022 16:00:00,13.382,,
374,05/14/2022 16:05:00,13.361,,
375,05/14/2022 16:10:00,13.339,,
376,05/14/2022 16:15:00,13.286,,
377,05/14/2022 16:20:00,13.253,,
378,05/14/2022 16:25:00,13.221,,
379,05/14/2022 16:30:00,13.178,,
380,05/14/2022 16:35:00,13.146,,
381,05/14/2022 16:40:00,13.114,,
382,05/14/2022 16:45:00,13.082,,
383,05/14/2022 16:50:00,13.039,,
384,05/14/2022 16:55:00,13.017,,
385,05/14/2022 17:00:00,12.985,,
386,05/14/2022 17:05:00,12.953,,
387,05/14/2022 17:10:00,12.921,,
388,05/14/2022 17:15:00,12.889,,
389,05/14/2022 17:20:00,12.857,,
390,05/14/2022 17:25:00,12.814,,
391,05/14/2022 17:30:00,12.771,,
392,05/14/2022 17:35:00,12.739,,
393,05/14/2022 17:40:00,12.696,,
394,05/14/2022 17:45:00,12.664,,
395,05/14/2022 17:50:00,12.631,,
396,05/14/2022 17:55:00,12.588,,
397,05/14/2022 18:00:00,12.556,,
398,05/14/2022 18:05:00,12.513,,
399,05/14/2022 18:10:00,12.492,,
400,05/14/2022 18:15:00,12.449,,
401,05/14/2022 18:20:00,12.395,,
402,05/14/2022 18:25:00,12.374,,
403,05/14/2022 18:30:00,12.342,,
404,05/14/2022 18:35:00,12.288,,
405,05/14/2022 18:40:00,12.235,,
406,05/14/2022 18:45:00,12.213,,
407,05/14/2022 18:50:00,12.192,,
408,05/14/2022 18:55:00,12.170,,
409,05/14/2022 19:00:00,12.106,,
410,05/14/2022 19:05:00,12.063,,
411,05/14/2022 19:10:00,12.009,,
412,05/14/2022 19:15:00,11.956,,
413,05/14/2022 19:20:00,11.945,,
414,05/14/2022 19:25:00,11.913,,
415,05/14/2022 19:30:00,11.902,,
416,05/14/2022 19:35:00,11.881,,
417,05/14/2022 19:40:00,11.848,,
418,05/14/2022 19:45:00,11.795,,
419,05/14/2022 19:50:00,11.741,,
420,05/14/2022 19:55:00,11.698,,
421,05/14/2022 20:00:00,11.645,,
422,05/14/2022 20:05:00,11.602,,
423,05/14/2022 20:10:00,11.570,,
424,05/14/2022 20:15:00,11.548,,
425,05/14/2022 20:20:00,11.548,,
426,05/14/2022 20:25:00,11.527,,
427,05/14/2022 20:30:00,11.484,,
428,05/14/2022 20:35:00,11.419,,
429,05/14/2022 20:40:00,11.398,,
430,05/14/2022 20:45:00,11.366,,
431,05/14/2022 20:50:00,11.323,,
432,05/14/2022 20:55:00,11.291,,
433,05/14/2022 21:00:00,11.269,,
434,05/14/2022 21:05:00,11.216,,
435,05/14/2022 21:10:00,11.194,,
436,05/14/2022 21:15:00,11.141,,
437,05/14/2022 21:20:00,11.108,,
438,05/14/2022 21:25:00,11.087,,
439,05/14/2022 21:30:00,11.066,,
440,05/14/2022 21:35:00,11.023,,
441,05/14/2022 21:40:00,10.990,,
442,05/14/2022 21:45:00,10.990,,
443,05/14/2022 21:50:00,10.937,,
444,05/14/2022 21:55:00,10.905,,
445,05/14/2022 22:00:00,10.872,,
446,05/14/2022 22:05:00,10.830,,
447,05/14/2022 22:10:00,10.797,,
448,05/14/2022 22:15:00,10.776,,
449,05/14/2022 22:20:00,10.744,,
450,05/14/2022 22:25:00,10.701,,
451,05/14/2022 22:30:00,10.690,,
452,05/14/2022 22:35:00,10.669,,
453,05/14/2022 22:40:00,10.637,,
454,05/14/2022 22:45:00,10.615,,
455,05/14/2022 22:50:00,10.604,,
456,05/14/2022 22:55:00,10.572,,
457,05/14/2022 23:00:00,10.529,,
458,05/14/2022 23:05:00,10.519,,
459,05/14/2022 23:10:00,10.476,,
460,05/14/2022 23:15:00,10.433,,
461,05/14/2022 23:20:00,10.422,,
462,05/14/2022 23:25:00,10.390,,
463,05/14/2022 23:30:00,10.390,,
464,05/14/2022 23:35:00,10.358,,
465,05/14/2022 23:40:00,10.315,,
466,05/14/2022 23:45:00,10.293,,
467,05/14/2022 23:50:00,10.272,,
468,05/14/2022 23:55:00,10.250,,
469,05/15/2022 00:00:00,10.218,,
470,05/15/2022 00:05:00,10.218,,
471,05/15/2022 00:10:00,10.197,,
472,05/15/2022 00:15:00,10.165,,
473,05/15/2022 00:20:00,10.154,,
474,05/15/2022 00:25:00,10.154,,
475,05/15/2022 00:30:00,10.122,,
476,05/15/2022 00:35:00,10.100,,
477,05/15/2022 00:40:00,10.057,,
478,05/15/2022 00:45:00,10.057,,
479,05/15/2022 00:50:00,10.025,,
480,05/15/2022 00:55:00,10.036,,
481,05/15/2022 01:00:00,10.004,,
482,05/15/2022 01:05:00,9.972,,
483,05/15/2022 01:10:00,9.972,,
484,05/15/2022 01:15:00,9.950,,
485,05/15/2022 01:20:00,9.950,,
486,05/15/2022 01:25:00,9.918,,
487,05/15/2022 01:30:00,9.896,,
488,05/15/2022 01:35:00,9.875,,
489,05/15/2022 01:40:00,9.875,,
490,05/15/2022 01:45:00,9.843,,
491,05/15/2022 01:50:00,9.821,,
492,05/15/2022 01:55:00,9.821,,
493,05/15/2022 02:00:00,9.811,,
494,05/15/2022 02:05:00,9.832,,
495,05/15/2022 02:10:00,9.800,,
496,05/15/2022 02:15:00,9.800,,
497,05/15/2022 02:20:00,9.789,,
498,05/15/2022 02:25:00,9.746,,
499,05/15/2022 02:30:00,9.757,,
500,05/15/2022 02:35:00,9.714,,
501,05/15/2022 02:40:00,9.736,,
502,05/15/2022 02:45:00,9.703,,
503,05/15/2022 02:50:00,9.693,,
504,05/15/2022 02:55:00,9.682,,
505,05/15/2022 03:00:00,9.671,,
506,05/15/2022 03:05:00,9.661,,
507,05/15/2022 03:10:00,9.661,,
508,05/15/2022 03:15:00,9.628,,
509,05/15/2022 03:20:00,9.618,,
510,05/15/2022 03:25:00,9.607,,
511,05/15/2022 03:30:00,9.596,,
512,05/15/2022 03:35:00,9.585,,
513,05/15/2022 03:40:00,9.564,,
514,05/15/2022 03:45:00,9.575,,
515,05/15/2022 03:50:00,9.553,,
516,05/15/2022 03:55:00,9.543,,
517,05/15/2022 04:00:00,9.543,,
518,05/15/2022 04:05:00,9.500,,
519,05/15/2022 04:10:00,9.500,,
520,05/15/2022 04:15:00,9.489,,
521,05/15/2022 04:20:00,9.457,,
522,05/15/2022 04:25:00,9.457,,
523,05/15/2022 04:30:00,9.446,,
524,05/15/2022 04:35:00,9.446,,
525,05/15/2022 04:40:00,9.435,,
526,05/15/2022 04:45:00,9.414,,
527,05/15/2022 04:50:00,9.414,,
528,05/15/2022 04:55:00,9.414,,
529,05/15/2022 05:00:00,9.392,,
530,05/15/2022 05:05:00,9.371,,
531,05/15/2022 05:10:00,9.371,,
532,05/15/2022 05:15:00,9.371,,
533,05/15/2022 05:20:00,9.350,,
534,05/15/2022 05:25:00,9.371,,
535,05/15/2022 05:30:00,9.350,,
536,05/15/2022 05:35:00,9.350,,
537,05/15/2022 05:40:00,9.350,,
538,05/15/2022 05:45:00,9.339,,
539,05/15/2022 05:50:00,9.350,,
540,05/15/2022 05:55:00,9.350,,
541,05/15/2022 06:00:00,9.360,,
542,05/15/2022 06:05:00,9.360,,
543,05/15/2022 06:10:00,9.371,,
544,05/15/2022 06:15:00,9.360,,
545,05/15/2022 06:20:00,9.371,,
546,05/15/2022 06:25:00,9.360,,
547,05/15/2022 06:30:00,9.392,,
548,05/15/2022 06:35:00,9.382,,
549,05/15/2022 06:40:00,9.403,,
550,05/15/2022 06:45:00,9.414,,
551,05/15/2022 06:50:00,9.446,,
552,05/15/2022 06:55:00,9.457,,
553,05/15/2022 07:00:00,9.467,,
554,05/15/2022 07:05:00,9.467,,
555,05/15/2022 07:10:00,9.489,,
556,05/15/2022 07:15:00,9.510,,
557,05/15/2022 07:20:00,9.521,,
558,05/15/2022 07:25:00,9.553,,
559,05/15/2022 07:30:00,9.575,,
560,05/15/2022 07:35:00,9.607,,
561,05/15/2022 07:40:00,9.650,,
562,05/15/2022 07:45:00,9.671,,
563,05/15/2022 07:50:00,9.693,,
564,05/15/2022 07:55:00,9.736,,
565,05/15/2022 08:00:00,9.757,,
566,05/15/2022 08:05:00,9.789,,
567,05/15/2022 08:10:00,9.832,,
568,05/15/2022 08:15:00,9.886,,
569,05/15/2022 08:20:00,9.918,,
570,05/15/2022 08:25:00,9.982,,
571,05/15/2022 08:30:00,10.047,,
572,05/15/2022 08:35:00,10.090,,
573,05/15/2022 08:40:00,10.143,,
574,05/15/2022 08:45:00,10.218,,
575,05/15/2022 08:50:00,10.293,,
576,05/15/2022 08:55:00,10.336,,
577,05/15/2022 09:00:00,10.390,,
578,05/15/2022 09:05:00,10.411,,
579,05/15/2022 09:10:00,10.476,,
580,05/15/2022 09:15:00,10.572,,
581,05/15/2022 09:20:00,10.615,,
582,05/15/2022 09:25:00,10.679,,
583,05/15/2022 09:30:00,10.744,,
584,05/15/2022 09:35:00,10.787,,
585,05/15/2022 09:40:00,10.830,,
586,05/15/2022 09:45:00,10.894,,
587,05/15/2022 09:50:00,10.948,,
588,05/15/2022 09:55:00,11.012,,
589,05/15/2022 10:00:00,11.087,,
590,05/15/2022 10:05:00,11.130,,
591,05/15/2022 10:10:00,11.205,,
592,05/15/2022 10:15:00,11.269,,
593,05/15/2022 10:20:00,11.355,,
594,05/15/2022 10:25:00,11.452,,
595,05/15/2022 10:30:00,11.505,,
596,05/15/2022 10:35:00,11.570,,
597,05/15/2022 10:40:00,11.645,,
598,05/15/2022 10:45:00,11.698,,
599,05/15/2022 10:50:00,11.784,,
600,05/15/2022 10:55:00,11.827,,
601,05/15/2022 11:00:00,11.891,,
602,05/15/2022 11:05:00,11.966,,
603,05/15/2022 11:10:00,12.052,,
604,05/15/2022 11:15:00,12.095,,
605,05/15/2022 11:20:00,12.159,,
606,05/15/2022 11:25:00,12.213,,
607,05/15/2022 11:30:00,12.288,,
608,05/15/2022 11:35:00,12.331,,
609,05/15/2022 11:40:00,12.385,,
610,05/15/2022 11:45:00,12.449,,
611,05/15/2022 11:50:00,12.503,,
612,05/15/2022 11:55:00,12.578,,
613,05/15/2022 12:00:00,12.621,,
614,05/15/2022 12:05:00,12.664,,
615,05/15/2022 12:10:00,12.749,,
616,05/15/2022 12:15:00,12.803,,
617,05/15/2022 12:20:00,12.857,,
618,05/15/2022 12:25:00,12.910,,
619,05/15/2022 12:30:00,12.953,,
620,05/15/2022 12:35:00,12.985,,
621,05/15/2022 12:40:00,13.028,,
622,05/15/2022 12:45:00,13.093,,
623,05/15/2022 12:50:00,13.157,,
624,05/15/2022 12:55:00,13.200,,
625,05/15/2022 13:00:00,13.221,,
626,05/15/2022 13:05:00,13.253,,
627,05/15/2022 13:10:00,13.307,,
628,05/15/2022 13:15:00,13.339,,
629,05/15/2022 13:20:00,13.382,,
630,05/15/2022 13:25:00,13.414,,
631,05/15/2022 13:30:00,13.446,,
632,05/15/2022 13:35:00,13.489,,
633,05/15/2022 13:40:00,13.532,,
634,05/15/2022 13:45:00,13.564,,
635,05/15/2022 13:50:00,13.586,,
636,05/15/2022 13:55:00,13.618,,
637,05/15/2022 14:00:00,13.640,,
638,05/15/2022 14:05:00,13.672,,
639,05/15/2022 14:10:00,13.682,,
640,05/15/2022 14:15:00,13.693,,
641,05/15/2022 14:20:00,13.715,,
642,05/15/2022 14:25:00,13.758,,
643,05/15/2022 14:30:00,13.758,,
644,05/15/2022 14:35:00,13.779,,
645,05/15/2022 14:40:00,13.779,,
646,05/15/2022 14:45:00,13.790,,
647,05/15/2022 14:50:00,13.779,,
648,05/15/2022 14:55:00,13.800,,
649,05/15/2022 15:00:00,13.779,,
650,05/15/2022 15:05:00,13.779,,
651,05/15/2022 15:10:00,13.779,,
652,05/15/2022 15:15:00,13.811,,
653,05/15/2022 15:20:00,13.800,,
654,05/15/2022 15:25:00,13.790,,
655,05/15/2022 15:30:00,13.758,,
656,05/15/2022 15:35:00,13.725,,
657,05/15/2022 15:40:00,13.693,,
658,05/15/2022 15:45:00,13.682,,
659,05/15/2022 15:50:00,13.661,,
660,05/15/2022 15:55:00,13.629,,
661,05/15/2022 16:00:00,13.597,,
