#,Date-Time (UTC Standard Time),Ch: 1 - Temperature Avg : Avg (°C ),Host Connected,End of File
146,05/13/2022 21:05:00,10.218,,
147,05/13/2022 21:10:00,10.229,,
148,05/13/2022 21:15:00,10.218,,
149,05/13/2022 21:20:00,10.197,,
150,05/13/2022 21:25:00,10.154,,
151,05/13/2022 21:30:00,10.132,,
152,05/13/2022 21:35:00,10.111,,
153,05/13/2022 21:40:00,10.090,,
154,05/13/2022 21:45:00,10.090,,
155,05/13/2022 21:50:00,10.068,,
156,05/13/2022 21:55:00,10.079,,
157,05/13/2022 22:00:00,10.068,,
158,05/13/2022 22:05:00,10.047,,
159,05/13/2022 22:10:00,10.036,,
160,05/13/2022 22:15:00,9.982,,
161,05/13/2022 22:20:00,9.972,,
162,05/13/2022 22:25:00,9.982,,
163,05/13/2022 22:30:00,9.982,,
164,05/13/2022 22:35:00,9.961,,
165,05/13/2022 22:40:00,9.961,,
166,05/13/2022 22:45:00,9.950,,
167,05/13/2022 22:50:00,9.950,,
168,05/13/2022 22:55:00,9.918,,
169,05/13/2022 23:00:00,9.907,,
170,05/13/2022 23:05:00,9.886,,
171,05/13/2022 23:10:00,9.896,,
172,05/13/2022 23:15:00,9.864,,
173,05/13/2022 23:20:00,9.864,,
174,05/13/2022 23:25:00,9.843,,
175,05/13/2022 23:30:00,9.864,,
176,05/13/2022 23:35:00,9.843,,
177,05/13/2022 23:40:00,9.811,,
178,05/13/2022 23:45:00,9.800,,
179,05/13/2022 23:50:00,9.789,,
180,05/13/2022 23:55:00,9.800,,
181,05/14/2022 00:00:00,9.779,,
182,05/14/2022 00:05:00,9.757,,
183,05/14/2022 00:10:00,9.746,,
184,05/14/2022 00:15:00,9.725,,
185,05/14/2022 00:20:00,9.725,,
186,05/14/2022 00:25:00,9.714,,
187,05/14/2022 00:30:00,9.703,,
188,05/14/2022 00:35:00,9.703,,
189,05/14/2022 00:40:00,9.693,,
190,05/14/2022 00:45:00,9.671,,
191,05/14/2022 00:50:00,9.650,,
192,05/14/2022 00:55:00,9.650,,
193,05/14/2022 01:00:00,9.639,,
194,05/14/2022 01:05:00,9.628,,
195,05/14/2022 01:10:00,9.607,,
196,05/14/2022 01:15:00,9.618,,
197,05/14/2022 01:20:00,9.596,,
198,05/14/2022 01:25:00,9.575,,
199,05/14/2022 01:30:00,9.575,,
200,05/14/2022 01:35:00,9.575,,
201,05/14/2022 01:40:00,9.564,,
202,05/14/2022 01:45:00,9.532,,
203,05/14/2022 01:50:00,9.532,,
204,05/14/2022 01:55:00,9.532,,
205,05/14/2022 02:00:00,9.543,,
206,05/14/2022 02:05:00,9.532,,
207,05/14/2022 02:10:00,9.489,,
208,05/14/2022 02:15:00,9.489,,
209,05/14/2022 02:20:00,9.478,,
210,05/14/2022 02:25:00,9.457,,
211,05/14/2022 02:30:00,9.435,,
212,05/14/2022 02:35:00,9.467,,
213,05/14/2022 02:40:00,9.489,,
214,05/14/2022 02:45:00,9.467,,
215,05/14/2022 02:50:00,9.457,,
216,05/14/2022 02:55:00,9.425,,
217,05/14/2022 03:00:00,9.414,,
218,05/14/2022 03:05:00,9.392,,
219,05/14/2022 03:10:00,9.403,,
220,05/14/2022 03:15:00,9.392,,
221,05/14/2022 03:20:00,9.382,,
222,05/14/2022 03:25:00,9.371,,
223,05/14/2022 03:30:00,9.371,,
224,05/14/2022 03:35:00,9.360,,
225,05/14/2022 03:40:00,9.371,,
226,05/14/2022 03:45:00,9.350,,
227,05/14/2022 03:50:00,9.350,,
228,05/14/2022 03:55:00,9.328,,
229,05/14/2022 04:00:00,9.328,,
230,05/14/2022 04:05:00,9.317,,
231,05/14/2022 04:10:00,9.296,,
232,05/14/2022 04:15:00,9.307,,
233,05/14/2022 04:20:00,9.317,,
234,05/14/2022 04:25:00,9.307,,
235,05/14/2022 04:30:00,9.307,,
236,05/14/2022 04:35:00,9.296,,
237,05/14/2022 04:40:00,9.296,,
238,05/14/2022 04:45:00,9.285,,
239,05/14/2022 04:50:00,9.285,,
240,05/14/2022 04:55:00,9.285,,
241,05/14/2022 05:00:00,9.285,,
242,05/14/2022 05:05:00,9.285,,
243,05/14/2022 05:10:00,9.296,,
244,05/14/2022 05:15:00,9.296,,
245,05/14/2022 05:20:00,9.285,,
246,05/14/2022 05:25:00,9.285,,
247,05/14/2022 05:30:00,9.296,,
248,05/14/2022 05:35:00,9.285,,
249,05/14/2022 05:40:00,9.296,,
250,05/14/2022 05:45:00,9.328,,
251,05/14/2022 05:50:00,9.339,,
252,05/14/2022 05:55:00,9.328,,
253,05/14/2022 06:00:00,9.350,,
254,05/14/2022 06:05:00,9.371,,
255,05/14/2022 06:10:00,9.371,,
256,05/14/2022 06:15:00,9.392,,
257,05/14/2022 06:20:00,9.403,,
258,05/14/2022 06:25:00,9.403,,
259,05/14/2022 06:30:00,9.425,,
260,05/14/2022 06:35:00,9.478,,
261,05/14/2022 06:40:00,9.521,,
262,05/14/2022 06:45:00,9.575,,
263,05/14/2022 06:50:00,9.596,,
264,05/14/2022 06:55:00,9.585,,
265,05/14/2022 07:00:00,9.564,,
266,05/14/2022 07:05:00,9.575,,
267,05/14/2022 07:10:00,9.585,,
268,05/14/2022 07:15:00,9.596,,
269,05/14/2022 07:20:00,9.596,,
270,05/14/2022 07:25:00,9.650,,
271,05/14/2022 07:30:00,9.671,,
272,05/14/2022 07:35:00,9.682,,
273,05/14/2022 07:40:00,9.703,,
274,05/14/2022 07:45:00,9.757,,
275,05/14/2022 07:50:00,9.789,,
276,05/14/2022 07:55:00,9.821,,
277,05/14/2022 08:00:00,9.875,,
278,05/14/2022 08:05:00,9.950,,
279,05/14/2022 08:10:00,10.068,,
280,05/14/2022 08:15:00,10.165,,
281,05/14/2022 08:20:00,10.240,,
282,05/14/2022 08:25:00,10.336,,
283,05/14/2022 08:30:00,10.347,,
284,05/14/2022 08:35:00,10.347,,
285,05/14/2022 08:40:00,10.433,,
286,05/14/2022 08:45:00,10.626,,
287,05/14/2022 08:50:00,10.712,,
288,05/14/2022 08:55:00,10.776,,
289,05/14/2022 09:00:00,10.872,,
290,05/14/2022 09:05:00,10.948,,
291,05/14/2022 09:10:00,10.948,,
292,05/14/2022 09:15:00,11.044,,
293,05/14/2022 09:20:00,11.130,,
294,05/14/2022 09:25:00,11.237,,
295,05/14/2022 09:30:00,11.323,,
296,05/14/2022 09:35:00,11.387,,
297,05/14/2022 09:40:00,11.462,,
298,05/14/2022 09:45:00,11.516,,
299,05/14/2022 09:50:00,11.591,,
300,05/14/2022 09:55:00,11.634,,
301,05/14/2022 10:00:00,11.709,,
302,05/14/2022 10:05:00,11.773,,
303,05/14/2022 10:10:00,11.827,,
304,05/14/2022 10:15:00,11.902,,
305,05/14/2022 10:20:00,12.009,,
306,05/14/2022 10:25:00,12.095,,
307,05/14/2022 10:30:00,12.192,,
308,05/14/2022 10:35:00,12.256,,
309,05/14/2022 10:40:00,12.331,,
310,05/14/2022 10:45:00,12.406,,
311,05/14/2022 10:50:00,12.492,,
312,05/14/2022 10:55:00,12.546,,
313,05/14/2022 11:00:00,12.588,,
314,05/14/2022 11:05:00,12.642,,
315,05/14/2022 11:10:00,12.513,,
316,05/14/2022 11:15:00,12.782,,
317,05/14/2022 11:20:00,12.878,,
318,05/14/2022 11:25:00,12.964,,
319,05/14/2022 11:30:00,13.017,,
320,05/14/2022 11:35:00,13.114,,
321,05/14/2022 11:40:00,13.135,,
322,05/14/2022 11:45:00,13.168,,
323,05/14/2022 11:50:00,13.253,,
324,05/14/2022 11:55:00,13.329,,
325,05/14/2022 12:00:00,13.371,,
326,05/14/2022 12:05:00,13.446,,
327,05/14/2022 12:10:00,13.489,,
328,05/14/2022 12:15:00,13.522,,
329,05/14/2022 12:20:00,13.564,,
330,05/14/2022 12:25:00,13.597,,
331,05/14/2022 12:30:00,13.650,,
332,05/14/2022 12:35:00,13.704,,
333,05/14/2022 12:40:00,13.758,,
334,05/14/2022 12:45:00,13.779,,
335,05/14/2022 12:50:00,13.843,,
336,05/14/2022 12:55:00,13.876,,
337,05/14/2022 13:00:00,13.908,,
338,05/14/2022 13:05:00,13.961,,
339,05/14/2022 13:10:00,13.972,,
340,05/14/2022 13:15:00,13.983,,
341,05/14/2022 13:20:00,14.058,,
342,05/14/2022 13:25:00,14.090,,
343,05/14/2022 13:30:00,14.133,,
344,05/14/2022 13:35:00,14.144,,
345,05/14/2022 13:40:00,14.154,,
346,05/14/2022 13:45:00,14.165,,
347,05/14/2022 13:50:00,14.187,,
348,05/14/2022 13:55:00,14.219,,
349,05/14/2022 14:00:00,14.187,,
350,05/14/2022 14:05:00,14.015,,
351,05/14/2022 14:10:00,14.111,,
352,05/14/2022 14:15:00,14.165,,
353,05/14/2022 14:20:00,14.111,,
354,05/14/2022 14:25:00,14.090,,
355,05/14/2022 14:30:00,14.047,,
356,05/14/2022 14:35:00,13.983,,
357,05/14/2022 14:40:00,13.929,,
358,05/14/2022 14:45:00,13.908,,
359,05/14/2022 14:50:00,13.929,,
360,05/14/2022 14:55:00,14.026,,
361,05/14/2022 15:00:00,13.908,,
362,05/14/2022 15:05:00,13.811,,
363,05/14/2022 15:10:00,13.768,,
364,05/14/2022 15:15:00,13.758,,
365,05/14/2022 15:20:00,13.790,,
366,05/14/2022 15:25:00,13.822,,
367,05/14/2022 15:30:00,13.886,,
368,05/14/2022 15:35:00,13.833,,
369,05/14/2022 15:40:00,13.736,,
370,05/14/2022 15:45:00,13.629,,
371,05/14/2022 15:50:00,13.564,,
372,05/14/2022 15:55:00,13.575,,
373,05/14/2022 16:00:00,13.511,,
374,05/14/2022 16:05:00,13.446,,
375,05/14/2022 16:10:00,13.404,,
376,05/14/2022 16:15:00,13.361,,
377,05/14/2022 16:20:00,13.329,,
378,05/14/2022 16:25:00,13.307,,
379,05/14/2022 16:30:00,13.253,,
380,05/14/2022 16:35:00,13.232,,
381,05/14/2022 16:40:00,13.168,,
382,05/14/2022 16:45:00,13.135,,
383,05/14/2022 16:50:00,13.103,,
384,05/14/2022 16:55:00,13.071,,
385,05/14/2022 17:00:00,13.039,,
386,05/14/2022 17:05:00,12.985,,
387,05/14/2022 17:10:00,12.953,,
388,05/14/2022 17:15:00,12.921,,
389,05/14/2022 17:20:00,12.889,,
390,05/14/2022 17:25:00,12.846,,
391,05/14/2022 17:30:00,12.814,,
392,05/14/2022 17:35:00,12.760,,
393,05/14/2022 17:40:00,12.717,,
394,05/14/2022 17:45:00,12.674,,
395,05/14/2022 17:50:00,12.653,,
396,05/14/2022 17:55:00,12.599,,
397,05/14/2022 18:00:00,12.556,,
398,05/14/2022 18:05:00,12.524,,
399,05/14/2022 18:10:00,12.492,,
400,05/14/2022 18:15:00,12.428,,
401,05/14/2022 18:20:00,12.395,,
402,05/14/2022 18:25:00,12.363,,
403,05/14/2022 18:30:00,12.331,,
404,05/14/2022 18:35:00,12.267,,
405,05/14/2022 18:40:00,12.245,,
406,05/14/2022 18:45:00,12.213,,
407,05/14/2022 18:50:00,12.170,,
408,05/14/2022 18:55:00,12.138,,
409,05/14/2022 19:00:00,12.106,,
410,05/14/2022 19:05:00,12.052,,
411,05/14/2022 19:10:00,11.977,,
412,05/14/2022 19:15:00,11.945,,
413,05/14/2022 19:20:00,11.924,,
414,05/14/2022 19:25:00,11.902,,
415,05/14/2022 19:30:00,11.891,,
416,05/14/2022 19:35:00,11.859,,
417,05/14/2022 19:40:00,11.838,,
418,05/14/2022 19:45:00,11.773,,
419,05/14/2022 19:50:00,11.720,,
420,05/14/2022 19:55:00,11.677,,
421,05/14/2022 20:00:00,11.613,,
422,05/14/2022 20:05:00,11.580,,
423,05/14/2022 20:10:00,11.548,,
424,05/14/2022 20:15:00,11.527,,
425,05/14/2022 20:20:00,11.548,,
426,05/14/2022 20:25:00,11.527,,
427,05/14/2022 20:30:00,11.484,,
428,05/14/2022 20:35:00,11.419,,
429,05/14/2022 20:40:00,11.377,,
430,05/14/2022 20:45:00,11.334,,
431,05/14/2022 20:50:00,11.291,,
432,05/14/2022 20:55:00,11.248,,
433,05/14/2022 21:00:00,11.237,,
434,05/14/2022 21:05:00,11.205,,
435,05/14/2022 21:10:00,11.173,,
436,05/14/2022 21:15:00,11.130,,
437,05/14/2022 21:20:00,11.098,,
438,05/14/2022 21:25:00,11.076,,
439,05/14/2022 21:30:00,11.044,,
440,05/14/2022 21:35:00,11.012,,
441,05/14/2022 21:40:00,10.990,,
442,05/14/2022 21:45:00,10.980,,
443,05/14/2022 21:50:00,10.915,,
444,05/14/2022 21:55:00,10.883,,
445,05/14/2022 22:00:00,10.862,,
446,05/14/2022 22:05:00,10.808,,
447,05/14/2022 22:10:00,10.787,,
448,05/14/2022 22:15:00,10.754,,
449,05/14/2022 22:20:00,10.722,,
450,05/14/2022 22:25:00,10.701,,
451,05/14/2022 22:30:00,10.679,,
452,05/14/2022 22:35:00,10.658,,
453,05/14/2022 22:40:00,10.626,,
454,05/14/2022 22:45:00,10.604,,
455,05/14/2022 22:50:00,10.583,,
456,05/14/2022 22:55:00,10.561,,
457,05/14/2022 23:00:00,10.540,,
458,05/14/2022 23:05:00,10.497,,
459,05/14/2022 23:10:00,10.454,,
460,05/14/2022 23:15:00,10.433,,
461,05/14/2022 23:20:00,10.411,,
462,05/14/2022 23:25:00,10.390,,
463,05/14/2022 23:30:00,10.358,,
464,05/14/2022 23:35:00,10.336,,
465,05/14/2022 23:40:00,10.293,,
466,05/14/2022 23:45:00,10.283,,
467,05/14/2022 23:50:00,10.272,,
468,05/14/2022 23:55:00,10.229,,
469,05/15/2022 00:00:00,10.218,,
470,05/15/2022 00:05:00,10.208,,
471,05/15/2022 00:10:00,10.165,,
472,05/15/2022 00:15:00,10.165,,
473,05/15/2022 00:20:00,10.132,,
474,05/15/2022 00:25:00,10.132,,
475,05/15/2022 00:30:00,10.100,,
476,05/15/2022 00:35:00,10.068,,
477,05/15/2022 00:40:00,10.036,,
478,05/15/2022 00:45:00,10.036,,
479,05/15/2022 00:50:00,10.036,,
480,05/15/2022 00:55:00,10.014,,
481,05/15/2022 01:00:00,10.004,,
482,05/15/2022 01:05:00,9.950,,
483,05/15/2022 01:10:00,9.939,,
484,05/15/2022 01:15:00,9.929,,
485,05/15/2022 01:20:00,9.918,,
486,05/15/2022 01:25:00,9.907,,
487,05/15/2022 01:30:00,9.864,,
488,05/15/2022 01:35:00,9.864,,
489,05/15/2022 01:40:00,9.843,,
490,05/15/2022 01:45:00,9.843,,
491,05/15/2022 01:50:00,9.800,,
492,05/15/2022 01:55:00,9.789,,
493,05/15/2022 02:00:00,9.789,,
494,05/15/2022 02:05:00,9.789,,
495,05/15/2022 02:10:00,9.779,,
496,05/15/2022 02:15:00,9.768,,
497,05/15/2022 02:20:00,9.725,,
498,05/15/2022 02:25:00,9.714,,
499,05/15/2022 02:30:00,9.703,,
500,05/15/2022 02:35:00,9.703,,
501,05/15/2022 02:40:00,9.714,,
502,05/15/2022 02:45:00,9.693,,
503,05/15/2022 02:50:00,9.682,,
504,05/15/2022 02:55:00,9.661,,
505,05/15/2022 03:00:00,9.650,,
506,05/15/2022 03:05:00,9.639,,
507,05/15/2022 03:10:00,9.628,,
508,05/15/2022 03:15:00,9.607,,
509,05/15/2022 03:20:00,9.596,,
510,05/15/2022 03:25:00,9.585,,
511,05/15/2022 03:30:00,9.564,,
512,05/15/2022 03:35:00,9.575,,
513,05/15/2022 03:40:00,9.532,,
514,05/15/2022 03:45:00,9.543,,
515,05/15/2022 03:50:00,9.510,,
516,05/15/2022 03:55:00,9.510,,
517,05/15/2022 04:00:00,9.489,,
518,05/15/2022 04:05:00,9.489,,
519,05/15/2022 04:10:00,9.467,,
520,05/15/2022 04:15:00,9.467,,
521,05/15/2022 04:20:00,9.446,,
522,05/15/2022 04:25:00,9.446,,
523,05/15/2022 04:30:00,9.446,,
524,05/15/2022 04:35:00,9.414,,
525,05/15/2022 04:40:00,9.425,,
526,05/15/2022 04:45:00,9.403,,
527,05/15/2022 04:50:00,9.382,,
528,05/15/2022 04:55:00,9.371,,
529,05/15/2022 05:00:00,9.382,,
530,05/15/2022 05:05:00,9.371,,
531,05/15/2022 05:10:00,9.350,,
532,05/15/2022 05:15:00,9.350,,
533,05/15/2022 05:20:00,9.360,,
534,05/15/2022 05:25:00,9.360,,
535,05/15/2022 05:30:00,9.350,,
536,05/15/2022 05:35:00,9.360,,
537,05/15/2022 05:40:00,9.339,,
538,05/15/2022 05:45:00,9.360,,
539,05/15/2022 05:50:00,9.360,,
540,05/15/2022 05:55:00,9.371,,
541,05/15/2022 06:00:00,9.382,,
542,05/15/2022 06:05:00,9.382,,
543,05/15/2022 06:10:00,9.392,,
544,05/15/2022 06:15:00,9.392,,
545,05/15/2022 06:20:00,9.403,,
546,05/15/2022 06:25:00,9.425,,
547,05/15/2022 06:30:00,9.425,,
548,05/15/2022 06:35:00,9.467,,
549,05/15/2022 06:40:00,9.532,,
550,05/15/2022 06:45:00,9.618,,
551,05/15/2022 06:50:00,9.639,,
552,05/15/2022 06:55:00,9.596,,
553,05/15/2022 07:00:00,9.618,,
554,05/15/2022 07:05:00,9.575,,
555,05/15/2022 07:10:00,9.500,,
556,05/15/2022 07:15:00,9.543,,
557,05/15/2022 07:20:00,9.575,,
558,05/15/2022 07:25:00,9.618,,
559,05/15/2022 07:30:00,9.628,,
560,05/15/2022 07:35:00,9.628,,
561,05/15/2022 07:40:00,9.639,,
562,05/15/2022 07:45:00,9.714,,
563,05/15/2022 07:50:00,9.768,,
564,05/15/2022 07:55:00,9.800,,
565,05/15/2022 08:00:00,9.821,,
566,05/15/2022 08:05:00,9.886,,
567,05/15/2022 08:10:00,9.982,,
568,05/15/2022 08:15:00,10.100,,
569,05/15/2022 08:20:00,10.250,,
570,05/15/2022 08:25:00,10.347,,
571,05/15/2022 08:30:00,10.336,,
572,05/15/2022 08:35:00,10.283,,
573,05/15/2022 08:40:00,10.411,,
574,05/15/2022 08:45:00,10.637,,
575,05/15/2022 08:50:00,10.744,,
576,05/15/2022 08:55:00,10.830,,
577,05/15/2022 09:00:00,10.905,,
578,05/15/2022 09:05:00,10.990,,
579,05/15/2022 09:10:00,11.055,,
580,05/15/2022 09:15:00,11.130,,
581,05/15/2022 09:20:00,11.194,,
582,05/15/2022 09:25:00,11.291,,
583,05/15/2022 09:30:00,11.344,,
584,05/15/2022 09:35:00,11.387,,
585,05/15/2022 09:40:00,11.441,,
586,05/15/2022 09:45:00,11.473,,
587,05/15/2022 09:50:00,11.559,,
588,05/15/2022 09:55:00,11.634,,
589,05/15/2022 10:00:00,11.709,,
590,05/15/2022 10:05:00,11.763,,
591,05/15/2022 10:10:00,11.859,,
592,05/15/2022 10:15:00,11.924,,
593,05/15/2022 10:20:00,12.009,,
594,05/15/2022 10:25:00,12.084,,
595,05/15/2022 10:30:00,12.159,,
596,05/15/2022 10:35:00,12.213,,
597,05/15/2022 10:40:00,12.288,,
598,05/15/2022 10:45:00,12.395,,
599,05/15/2022 10:50:00,12.417,,
600,05/15/2022 10:55:00,12.492,,
601,05/15/2022 11:00:00,12.567,,
602,05/15/2022 11:05:00,12.642,,
603,05/15/2022 11:10:00,12.706,,
604,05/15/2022 11:15:00,12.771,,
605,05/15/2022 11:20:00,12.824,,
606,05/15/2022 11:25:00,12.867,,
607,05/15/2022 11:30:00,12.932,,
608,05/15/2022 11:35:00,12.985,,
609,05/15/2022 11:40:00,13.039,,
610,05/15/2022 11:45:00,13.125,,
611,05/15/2022 11:50:00,13.178,,
612,05/15/2022 11:55:00,13.200,,
613,05/15/2022 12:00:00,13.264,,
614,05/15/2022 12:05:00,13.318,,
615,05/15/2022 12:10:00,13.371,,
616,05/15/2022 12:15:00,13.425,,
617,05/15/2022 12:20:00,13.468,,
618,05/15/2022 12:25:00,13.500,,
619,05/15/2022 12:30:00,13.554,,
620,05/15/2022 12:35:00,13.575,,
621,05/15/2022 12:40:00,13.618,,
622,05/15/2022 12:45:00,13.672,,
623,05/15/2022 12:50:00,13.747,,
624,05/15/2022 12:55:00,13.768,,
625,05/15/2022 13:00:00,13.790,,
626,05/15/2022 13:05:00,13.833,,
627,05/15/2022 13:10:00,13.876,,
628,05/15/2022 13:15:00,13.908,,
629,05/15/2022 13:20:00,13.918,,
630,05/15/2022 13:25:00,13.951,,
631,05/15/2022 13:30:00,13.972,,
632,05/15/2022 13:35:00,14.026,,
633,05/15/2022 13:40:00,14.036,,
634,05/15/2022 13:45:00,14.069,,
635,05/15/2022 13:50:00,14.090,,
636,05/15/2022 13:55:00,14.111,,
637,05/15/2022 14:00:00,14.111,,
638,05/15/2022 14:05:00,14.058,,
639,05/15/2022 14:10:00,14.090,,
640,05/15/2022 14:15:00,14.090,,
641,05/15/2022 14:20:00,14.111,,
642,05/15/2022 14:25:00,14.133,,
643,05/15/2022 14:30:00,14.144,,
644,05/15/2022 14:35:00,14.144,,
645,05/15/2022 14:40:00,14.144,,
646,05/15/2022 14:45:00,14.144,,
647,05/15/2022 14:50:00,14.133,,
648,05/15/2022 14:55:00,14.154,,
649,05/15/2022 15:00:00,14.111,,
650,05/15/2022 15:05:00,14.122,,
651,05/15/2022 15:10:00,14.122,,
652,05/15/2022 15:15:00,14.090,,
653,05/15/2022 15:20:00,14.090,,
654,05/15/2022 15:25:00,14.047,,
655,05/15/2022 15:30:00,13.983,,
656,05/15/2022 15:35:00,13.929,,
657,05/15/2022 15:40:00,13.918,,
658,05/15/2022 15:45:00,13.876,,
659,05/15/2022 15:50:00,13.833,,
660,05/15/2022 15:55:00,13.790,,
661,05/15/2022 16:00:00,13.715,,
