#,Date-Time (UTC Standard Time),Ch: 1 - Temperature Avg : Avg (°C ),Water Detect,Host Connected,End of File
294,05/14/2022 09:20:00,17.479,,,
295,05/14/2022 09:25:00,17.511,,,
296,05/14/2022 09:30:00,17.554,,,
297,05/14/2022 09:35:00,17.576,,,
298,05/14/2022 09:40:00,17.586,,,
299,05/14/2022 09:45:00,17.586,,,
300,05/14/2022 09:50:00,17.629,,,
301,05/14/2022 09:55:00,17.651,,,
302,05/14/2022 10:00:00,17.683,,,
303,05/14/2022 10:05:00,17.704,,,
304,05/14/2022 10:10:00,17.779,,,
305,05/14/2022 10:15:00,17.822,,,
306,05/14/2022 10:20:00,17.876,,,
307,05/14/2022 10:25:00,17.887,,,
308,05/14/2022 10:30:00,17.940,,,
309,05/14/2022 10:35:00,18.058,,,
310,05/14/2022 10:40:00,18.144,,,
311,05/14/2022 10:45:00,18.198,,,
312,05/14/2022 10:50:00,18.219,,,
313,05/14/2022 10:55:00,18.251,,,
314,05/14/2022 11:00:00,18.273,,,
315,05/14/2022 11:05:00,18.273,,,
316,05/14/2022 11:10:00,18.262,,,
317,05/14/2022 11:15:00,18.294,,,
318,05/14/2022 11:20:00,18.294,,,
319,05/14/2022 11:25:00,18.284,,,
320,05/14/2022 11:30:00,18.305,,,
321,05/14/2022 11:35:00,18.326,,,
322,05/14/2022 11:40:00,18.359,,,
323,05/14/2022 11:45:00,18.434,,,
324,05/14/2022 11:50:00,18.455,,,
325,05/14/2022 11:55:00,18.487,,,
326,05/14/2022 12:00:00,18.509,,,
327,05/14/2022 12:05:00,18.552,,,
328,05/14/2022 12:10:00,18.541,,,
329,05/14/2022 12:15:00,18.519,,,
330,05/14/2022 12:20:00,18.509,,,
331,05/14/2022 12:25:00,18.584,,,
332,05/14/2022 12:30:00,18.627,,,
333,05/14/2022 12:35:00,18.627,,,
334,05/14/2022 12:40:00,18.648,,,
335,05/14/2022 12:45:00,18.637,,,
336,05/14/2022 12:50:00,18.648,,,
337,05/14/2022 12:55:00,18.713,,,
338,05/14/2022 13:00:00,18.766,,,
339,05/14/2022 13:05:00,18.841,,,
340,05/14/2022 13:10:00,18.970,,,
341,05/14/2022 13:15:00,19.120,,,
342,05/14/2022 13:20:00,19.206,,,
343,05/14/2022 13:25:00,19.217,,,
344,05/14/2022 13:30:00,19.163,,,
345,05/14/2022 13:35:00,19.142,,,
346,05/14/2022 13:40:00,19.227,,,
347,05/14/2022 13:45:00,19.217,,,
348,05/14/2022 13:50:00,19.163,,,
349,05/14/2022 13:55:00,19.217,,,
350,05/14/2022 14:00:00,19.249,,,
351,05/14/2022 14:05:00,19.238,,,
352,05/14/2022 14:10:00,19.195,,,
353,05/14/2022 14:15:00,19.195,,,
354,05/14/2022 14:20:00,19.227,,,
355,05/14/2022 14:25:00,19.249,,,
356,05/14/2022 14:30:00,19.217,,,
357,05/14/2022 14:35:00,19.217,,,
358,05/14/2022 14:40:00,19.142,,,
359,05/14/2022 14:45:00,19.077,,,
360,05/14/2022 14:50:00,19.099,,,
361,05/14/2022 14:55:00,19.066,,,
362,05/14/2022 15:00:00,19.034,,,
363,05/14/2022 15:05:00,19.045,,,
364,05/14/2022 15:10:00,19.013,,,
365,05/14/2022 15:15:00,18.777,,,
366,05/14/2022 15:20:00,18.777,,,
367,05/14/2022 15:25:00,18.852,,,
368,05/14/2022 15:30:00,18.938,,,
369,05/14/2022 15:35:00,19.013,,,
370,05/14/2022 15:40:00,19.131,,,
371,05/14/2022 15:45:00,19.131,,,
372,05/14/2022 15:50:00,19.024,,,
373,05/14/2022 15:55:00,19.034,,,
374,05/14/2022 16:00:00,19.120,,,
375,05/14/2022 16:05:00,19.131,,,
376,05/14/2022 16:10:00,19.142,,,
377,05/14/2022 16:15:00,19.217,,,
378,05/14/2022 16:20:00,19.184,,,
379,05/14/2022 16:25:00,19.109,,,
380,05/14/2022 16:30:00,19.066,,,
381,05/14/2022 16:35:00,19.056,,,
382,05/14/2022 16:40:00,18.906,,,
383,05/14/2022 16:45:00,18.895,,,
384,05/14/2022 16:50:00,18.970,,,
385,05/14/2022 16:55:00,19.002,,,
386,05/14/2022 17:00:00,19.002,,,
387,05/14/2022 17:05:00,18.981,,,
388,05/14/2022 17:10:00,18.959,,,
389,05/14/2022 17:15:00,18.938,,,
390,05/14/2022 17:20:00,18.948,,,
391,05/14/2022 17:25:00,18.884,,,
392,05/14/2022 17:30:00,18.916,,,
393,05/14/2022 17:35:00,18.884,,,
394,05/14/2022 17:40:00,18.852,,,
395,05/14/2022 17:45:00,18.809,,,
396,05/14/2022 17:50:00,18.830,,,
397,05/14/2022 17:55:00,18.755,,,
398,05/14/2022 18:00:00,18.766,,,
399,05/14/2022 18:05:00,18.745,,,
400,05/14/2022 18:10:00,18.723,,,
401,05/14/2022 18:15:00,18.755,,,
402,05/14/2022 18:20:00,18.702,,,
403,05/14/2022 18:25:00,18.755,,,
404,05/14/2022 18:30:00,18.788,,,
405,05/14/2022 18:35:00,18.713,,,
406,05/14/2022 18:40:00,18.702,,,
407,05/14/2022 18:45:00,18.755,,,
408,05/14/2022 18:50:00,18.798,,,
409,05/14/2022 18:55:00,18.777,,,
410,05/14/2022 19:00:00,18.766,,,
411,05/14/2022 19:05:00,18.745,,,
412,05/14/2022 19:10:00,18.745,,,
413,05/14/2022 19:15:00,18.755,,,
414,05/14/2022 19:20:00,18.777,,,
415,05/14/2022 19:25:00,18.777,,,
416,05/14/2022 19:30:00,18.766,,,
417,05/14/2022 19:35:00,18.745,,,
418,05/14/2022 19:40:00,18.713,,,
419,05/14/2022 19:45:00,18.702,,,
420,05/14/2022 19:50:00,18.702,,,
421,05/14/2022 19:55:00,18.659,,,
422,05/14/2022 20:00:00,18.670,,,
423,05/14/2022 20:05:00,18.648,,,
424,05/14/2022 20:10:00,18.637,,,
425,05/14/2022 20:15:00,18.616,,,
426,05/14/2022 20:20:00,18.595,,,
427,05/14/2022 20:25:00,18.605,,,
428,05/14/2022 20:30:00,18.562,,,
429,05/14/2022 20:35:00,18.573,,,
430,05/14/2022 20:40:00,18.552,,,
431,05/14/2022 20:45:00,18.519,,,
432,05/14/2022 20:50:00,18.509,,,
433,05/14/2022 20:55:00,18.455,,,
434,05/14/2022 21:00:00,18.423,,,
435,05/14/2022 21:05:00,18.434,,,
436,05/14/2022 21:10:00,18.412,,,
437,05/14/2022 21:15:00,18.369,,,
438,05/14/2022 21:20:00,18.380,,,
439,05/14/2022 21:25:00,18.391,,,
440,05/14/2022 21:30:00,18.359,,,
441,05/14/2022 21:35:00,18.359,,,
442,05/14/2022 21:40:00,18.348,,,
443,05/14/2022 21:45:00,18.337,,,
444,05/14/2022 21:50:00,18.294,,,
445,05/14/2022 21:55:00,18.294,,,
446,05/14/2022 22:00:00,18.262,,,
447,05/14/2022 22:05:00,18.262,,,
448,05/14/2022 22:10:00,18.230,,,
449,05/14/2022 22:15:00,18.208,,,
450,05/14/2022 22:20:00,18.198,,,
451,05/14/2022 22:25:00,18.176,,,
452,05/14/2022 22:30:00,18.166,,,
453,05/14/2022 22:35:00,18.144,,,
454,05/14/2022 22:40:00,18.144,,,
455,05/14/2022 22:45:00,18.133,,,
456,05/14/2022 22:50:00,18.123,,,
457,05/14/2022 22:55:00,18.101,,,
458,05/14/2022 23:00:00,18.101,,,
459,05/14/2022 23:05:00,18.080,,,
460,05/14/2022 23:10:00,18.069,,,
461,05/14/2022 23:15:00,18.026,,,
462,05/14/2022 23:20:00,18.015,,,
463,05/14/2022 23:25:00,17.983,,,
464,05/14/2022 23:30:00,17.951,,,
465,05/14/2022 23:35:00,17.930,,,
466,05/14/2022 23:40:00,17.951,,,
467,05/14/2022 23:45:00,17.930,,,
468,05/14/2022 23:50:00,17.919,,,
469,05/14/2022 23:55:00,17.897,,,
470,05/15/2022 00:00:00,17.876,,,
471,05/15/2022 00:05:00,17.876,,,
472,05/15/2022 00:10:00,17.844,,,
473,05/15/2022 00:15:00,17.833,,,
474,05/15/2022 00:20:00,17.833,,,
475,05/15/2022 00:25:00,17.801,,,
476,05/15/2022 00:30:00,17.790,,,
477,05/15/2022 00:35:00,17.758,,,
478,05/15/2022 00:40:00,17.737,,,
479,05/15/2022 00:45:00,17.737,,,
480,05/15/2022 00:50:00,17.737,,,
481,05/15/2022 00:55:00,17.715,,,
482,05/15/2022 01:00:00,17.683,,,
483,05/15/2022 01:05:00,17.694,,,
484,05/15/2022 01:10:00,17.672,,,
485,05/15/2022 01:15:00,17.640,,,
486,05/15/2022 01:20:00,17.640,,,
487,05/15/2022 01:25:00,17.640,,,
488,05/15/2022 01:30:00,17.608,,,
489,05/15/2022 01:35:00,17.597,,,
490,05/15/2022 01:40:00,17.597,,,
491,05/15/2022 01:45:00,17.554,,,
492,05/15/2022 01:50:00,17.586,,,
493,05/15/2022 01:55:00,17.565,,,
494,05/15/2022 02:00:00,17.554,,,
495,05/15/2022 02:05:00,17.543,,,
496,05/15/2022 02:10:00,17.533,,,
497,05/15/2022 02:15:00,17.511,,,
498,05/15/2022 02:20:00,17.501,,,
499,05/15/2022 02:25:00,17.479,,,
500,05/15/2022 02:30:00,17.479,,,
501,05/15/2022 02:35:00,17.447,,,
502,05/15/2022 02:40:00,17.447,,,
503,05/15/2022 02:45:00,17.436,,,
504,05/15/2022 02:50:00,17.426,,,
505,05/15/2022 02:55:00,17.404,,,
506,05/15/2022 03:00:00,17.393,,,
507,05/15/2022 03:05:00,17.372,,,
508,05/15/2022 03:10:00,17.372,,,
509,05/15/2022 03:15:00,17.350,,,
510,05/15/2022 03:20:00,17.350,,,
511,05/15/2022 03:25:00,17.340,,,
512,05/15/2022 03:30:00,17.340,,,
513,05/15/2022 03:35:00,17.308,,,
514,05/15/2022 03:40:00,17.329,,,
515,05/15/2022 03:45:00,17.308,,,
516,05/15/2022 03:50:00,17.318,,,
517,05/15/2022 03:55:00,17.308,,,
518,05/15/2022 04:00:00,17.308,,,
519,05/15/2022 04:05:00,17.308,,,
520,05/15/2022 04:10:00,17.297,,,
521,05/15/2022 04:15:00,17.275,,,
522,05/15/2022 04:20:00,17.243,,,
523,05/15/2022 04:25:00,17.222,,,
524,05/15/2022 04:30:00,17.222,,,
525,05/15/2022 04:35:00,17.222,,,
526,05/15/2022 04:40:00,17.222,,,
527,05/15/2022 04:45:00,17.222,,,
528,05/15/2022 04:50:00,17.200,,,
529,05/15/2022 04:55:00,17.200,,,
530,05/15/2022 05:00:00,17.222,,,
531,05/15/2022 05:05:00,17.222,,,
532,05/15/2022 05:10:00,17.211,,,
533,05/15/2022 05:15:00,17.190,,,
534,05/15/2022 05:20:00,17.211,,,
535,05/15/2022 05:25:00,17.200,,,
536,05/15/2022 05:30:00,17.190,,,
537,05/15/2022 05:35:00,17.222,,,
538,05/15/2022 05:40:00,17.222,,,
539,05/15/2022 05:45:00,17.232,,,
540,05/15/2022 05:50:00,17.286,,,
541,05/15/2022 05:55:00,17.275,,,
542,05/15/2022 06:00:00,17.297,,,
543,05/15/2022 06:05:00,17.297,,,
544,05/15/2022 06:10:00,17.318,,,
545,05/15/2022 06:15:00,17.340,,,
546,05/15/2022 06:20:00,17.340,,,
547,05/15/2022 06:25:00,17.361,,,
548,05/15/2022 06:30:00,17.383,,,
549,05/15/2022 06:35:00,17.393,,,
550,05/15/2022 06:40:00,17.415,,,
551,05/15/2022 06:45:00,17.426,,,
552,05/15/2022 06:50:00,17.415,,,
553,05/15/2022 06:55:00,17.447,,,
554,05/15/2022 07:00:00,17.447,,,
555,05/15/2022 07:05:00,17.479,,,
556,05/15/2022 07:10:00,17.479,,,
557,05/15/2022 07:15:00,17.501,,,
558,05/15/2022 07:20:00,17.522,,,
559,05/15/2022 07:25:00,17.554,,,
560,05/15/2022 07:30:00,17.533,,,
561,05/15/2022 07:35:00,17.576,,,
562,05/15/2022 07:40:00,17.597,,,
563,05/15/2022 07:45:00,17.608,,,
564,05/15/2022 07:50:00,17.629,,,
565,05/15/2022 07:55:00,17.651,,,
566,05/15/2022 08:00:00,17.661,,,
567,05/15/2022 08:05:00,17.683,,,
568,05/15/2022 08:10:00,17.683,,,
569,05/15/2022 08:15:00,17.726,,,
570,05/15/2022 08:20:00,17.769,,,
571,05/15/2022 08:25:00,17.812,,,
572,05/15/2022 08:30:00,17.855,,,
573,05/15/2022 08:35:00,17.844,,,
574,05/15/2022 08:40:00,17.865,,,
575,05/15/2022 08:45:00,17.908,,,
576,05/15/2022 08:50:00,17.919,,,
577,05/15/2022 08:55:00,17.940,,,
578,05/15/2022 09:00:00,17.972,,,
579,05/15/2022 09:05:00,17.994,,,
580,05/15/2022 09:10:00,18.037,,,
581,05/15/2022 09:15:00,18.090,,,
582,05/15/2022 09:20:00,18.101,,,
583,05/15/2022 09:25:00,18.090,,,
584,05/15/2022 09:30:00,18.112,,,
585,05/15/2022 09:35:00,18.144,,,
586,05/15/2022 09:40:00,18.112,,,
587,05/15/2022 09:45:00,18.133,,,
588,05/15/2022 09:50:00,18.133,,,
589,05/15/2022 09:55:00,18.166,,,
590,05/15/2022 10:00:00,18.198,,,
591,05/15/2022 10:05:00,18.198,,,
592,05/15/2022 10:10:00,18.241,,,
593,05/15/2022 10:15:00,18.294,,,
594,05/15/2022 10:20:00,18.348,,,
595,05/15/2022 10:25:00,18.380,,,
596,05/15/2022 10:30:00,18.477,,,
597,05/15/2022 10:35:00,18.498,,,
598,05/15/2022 10:40:00,18.552,,,
599,05/15/2022 10:45:00,18.595,,,
600,05/15/2022 10:50:00,18.595,,,
601,05/15/2022 10:55:00,18.659,,,
602,05/15/2022 11:00:00,18.713,,,
603,05/15/2022 11:05:00,18.702,,,
604,05/15/2022 11:10:00,18.713,,,
605,05/15/2022 11:15:00,18.734,,,
606,05/15/2022 11:20:00,18.777,,,
607,05/15/2022 11:25:00,18.777,,,
608,05/15/2022 11:30:00,18.820,,,
609,05/15/2022 11:35:00,18.820,,,
610,05/15/2022 11:40:00,18.798,,,
611,05/15/2022 11:45:00,18.809,,,
612,05/15/2022 11:50:00,18.863,,,
613,05/15/2022 11:55:00,18.884,,,
614,05/15/2022 12:00:00,18.906,,,
615,05/15/2022 12:05:00,18.959,,,
616,05/15/2022 12:10:00,19.045,,,
617,05/15/2022 12:15:00,19.099,,,
618,05/15/2022 12:20:00,19.142,,,
619,05/15/2022 12:25:00,19.174,,,
620,05/15/2022 12:30:00,19.206,,,
621,05/15/2022 12:35:00,19.227,,,
622,05/15/2022 12:40:00,19.270,,,
623,05/15/2022 12:45:00,19.302,,,
624,05/15/2022 12:50:00,19.313,,,
625,05/15/2022 12:55:00,19.313,,,
626,05/15/2022 13:00:00,19.313,,,
627,05/15/2022 13:05:00,19.292,,,
628,05/15/2022 13:10:00,19.238,,,
629,05/15/2022 13:15:00,19.195,,,
630,05/15/2022 13:20:00,19.195,,,
631,05/15/2022 13:25:00,19.217,,,
