#,Date-Time (UTC Standard Time),Ch: 1 - Temperature Avg : Avg (°C ),Water Detect,Host Connected,End of File
131,05/13/2022 19:45:00,17.232,,,
132,05/13/2022 19:50:00,17.211,,,
133,05/13/2022 19:55:00,17.211,,,
134,05/13/2022 20:00:00,17.222,,,
135,05/13/2022 20:05:00,17.200,,,
136,05/13/2022 20:10:00,17.211,,,
137,05/13/2022 20:15:00,17.211,,,
138,05/13/2022 20:20:00,17.211,,,
139,05/13/2022 20:25:00,17.200,,,
140,05/13/2022 20:30:00,17.211,,,
141,05/13/2022 20:35:00,17.211,,,
142,05/13/2022 20:40:00,17.222,,,
143,05/13/2022 20:45:00,17.200,,,
144,05/13/2022 20:50:00,17.222,,,
145,05/13/2022 20:55:00,17.200,,,
146,05/13/2022 21:00:00,17.200,,,
147,05/13/2022 21:05:00,17.179,,,
148,05/13/2022 21:10:00,17.179,,,
149,05/13/2022 21:15:00,17.179,,,
150,05/13/2022 21:20:00,17.179,,,
151,05/13/2022 21:25:00,17.200,,,
152,05/13/2022 21:30:00,17.190,,,
153,05/13/2022 21:35:00,17.168,,,
154,05/13/2022 21:40:00,17.168,,,
155,05/13/2022 21:45:00,17.157,,,
156,05/13/2022 21:50:00,17.168,,,
157,05/13/2022 21:55:00,17.157,,,
158,05/13/2022 22:00:00,17.168,,,
159,05/13/2022 22:05:00,17.168,,,
160,05/13/2022 22:10:00,17.147,,,
161,05/13/2022 22:15:00,17.157,,,
162,05/13/2022 22:20:00,17.147,,,
163,05/13/2022 22:25:00,17.157,,,
164,05/13/2022 22:30:00,17.157,,,
165,05/13/2022 22:35:00,17.147,,,
166,05/13/2022 22:40:00,17.125,,,
167,05/13/2022 22:45:00,17.147,,,
168,05/13/2022 22:50:00,17.125,,,
169,05/13/2022 22:55:00,17.136,,,
170,05/13/2022 23:00:00,17.114,,,
171,05/13/2022 23:05:00,17.136,,,
172,05/13/2022 23:10:00,17.114,,,
173,05/13/2022 23:15:00,17.114,,,
174,05/13/2022 23:20:00,17.104,,,
175,05/13/2022 23:25:00,17.104,,,
176,05/13/2022 23:30:00,17.082,,,
177,05/13/2022 23:35:00,17.093,,,
178,05/13/2022 23:40:00,17.093,,,
179,05/13/2022 23:45:00,17.082,,,
180,05/13/2022 23:50:00,17.082,,,
181,05/13/2022 23:55:00,17.082,,,
182,05/14/2022 00:00:00,17.082,,,
183,05/14/2022 00:05:00,17.072,,,
184,05/14/2022 00:10:00,17.061,,,
185,05/14/2022 00:15:00,17.072,,,
186,05/14/2022 00:20:00,17.082,,,
187,05/14/2022 00:25:00,17.072,,,
188,05/14/2022 00:30:00,17.061,,,
189,05/14/2022 00:35:00,17.050,,,
190,05/14/2022 00:40:00,17.050,,,
191,05/14/2022 00:45:00,17.039,,,
192,05/14/2022 00:50:00,17.061,,,
193,05/14/2022 00:55:00,17.029,,,
194,05/14/2022 01:00:00,17.039,,,
195,05/14/2022 01:05:00,17.050,,,
196,05/14/2022 01:10:00,17.029,,,
197,05/14/2022 01:15:00,17.018,,,
198,05/14/2022 01:20:00,17.039,,,
199,05/14/2022 01:25:00,17.029,,,
200,05/14/2022 01:30:00,17.029,,,
201,05/14/2022 01:35:00,17.039,,,
202,05/14/2022 01:40:00,17.018,,,
203,05/14/2022 01:45:00,17.018,,,
204,05/14/2022 01:50:00,17.029,,,
205,05/14/2022 01:55:00,17.018,,,
206,05/14/2022 02:00:00,17.007,,,
207,05/14/2022 02:05:00,16.997,,,
208,05/14/2022 02:10:00,17.018,,,
209,05/14/2022 02:15:00,16.986,,,
210,05/14/2022 02:20:00,16.997,,,
211,05/14/2022 02:25:00,16.997,,,
212,05/14/2022 02:30:00,16.997,,,
213,05/14/2022 02:35:00,17.007,,,
214,05/14/2022 02:40:00,16.997,,,
215,05/14/2022 02:45:00,16.986,,,
216,05/14/2022 02:50:00,16.997,,,
217,05/14/2022 02:55:00,16.986,,,
218,05/14/2022 03:00:00,16.986,,,
219,05/14/2022 03:05:00,16.986,,,
220,05/14/2022 03:10:00,16.986,,,
221,05/14/2022 03:15:00,16.986,,,
222,05/14/2022 03:20:00,17.007,,,
223,05/14/2022 03:25:00,17.007,,,
224,05/14/2022 03:30:00,17.029,,,
225,05/14/2022 03:35:00,17.007,,,
226,05/14/2022 03:40:00,16.997,,,
227,05/14/2022 03:45:00,17.018,,,
228,05/14/2022 03:50:00,17.007,,,
229,05/14/2022 03:55:00,16.997,,,
230,05/14/2022 04:00:00,16.986,,,
231,05/14/2022 04:05:00,16.975,,,
232,05/14/2022 04:10:00,16.986,,,
233,05/14/2022 04:15:00,16.975,,,
234,05/14/2022 04:20:00,16.964,,,
235,05/14/2022 04:25:00,16.986,,,
236,05/14/2022 04:30:00,16.975,,,
237,05/14/2022 04:35:00,16.975,,,
238,05/14/2022 04:40:00,16.943,,,
239,05/14/2022 04:45:00,16.954,,,
240,05/14/2022 04:50:00,16.954,,,
241,05/14/2022 04:55:00,16.975,,,
242,05/14/2022 05:00:00,16.964,,,
243,05/14/2022 05:05:00,16.943,,,
244,05/14/2022 05:10:00,16.964,,,
245,05/14/2022 05:15:00,16.943,,,
246,05/14/2022 05:20:00,16.943,,,
247,05/14/2022 05:25:00,16.954,,,
248,05/14/2022 05:30:00,16.954,,,
249,05/14/2022 05:35:00,16.954,,,
250,05/14/2022 05:40:00,16.954,,,
251,05/14/2022 05:45:00,16.954,,,
252,05/14/2022 05:50:00,16.954,,,
253,05/14/2022 05:55:00,16.975,,,
254,05/14/2022 06:00:00,16.964,,,
255,05/14/2022 06:05:00,16.964,,,
256,05/14/2022 06:10:00,16.964,,,
257,05/14/2022 06:15:00,16.964,,,
258,05/14/2022 06:20:00,16.975,,,
259,05/14/2022 06:25:00,16.986,,,
260,05/14/2022 06:30:00,16.986,,,
261,05/14/2022 06:35:00,16.997,,,
262,05/14/2022 06:40:00,17.007,,,
263,05/14/2022 06:45:00,17.018,,,
264,05/14/2022 06:50:00,17.018,,,
265,05/14/2022 06:55:00,17.018,,,
266,05/14/2022 07:00:00,17.018,,,
267,05/14/2022 07:05:00,17.018,,,
268,05/14/2022 07:10:00,17.029,,,
269,05/14/2022 07:15:00,17.072,,,
270,05/14/2022 07:20:00,17.093,,,
271,05/14/2022 07:25:00,17.093,,,
272,05/14/2022 07:30:00,17.125,,,
273,05/14/2022 07:35:00,17.125,,,
274,05/14/2022 07:40:00,17.136,,,
275,05/14/2022 07:45:00,17.136,,,
276,05/14/2022 07:50:00,17.179,,,
277,05/14/2022 07:55:00,17.243,,,
278,05/14/2022 08:00:00,17.297,,,
279,05/14/2022 08:05:00,17.329,,,
280,05/14/2022 08:10:00,17.318,,,
281,05/14/2022 08:15:00,17.286,,,
282,05/14/2022 08:20:00,17.340,,,
283,05/14/2022 08:25:00,17.350,,,
284,05/14/2022 08:30:00,17.383,,,
285,05/14/2022 08:35:00,17.404,,,
286,05/14/2022 08:40:00,17.436,,,
287,05/14/2022 08:45:00,17.458,,,
288,05/14/2022 08:50:00,17.479,,,
289,05/14/2022 08:55:00,17.458,,,
290,05/14/2022 09:00:00,17.490,,,
291,05/14/2022 09:05:00,17.533,,,
292,05/14/2022 09:10:00,17.533,,,
293,05/14/2022 09:15:00,17.533,,,
294,05/14/2022 09:20:00,17.597,,,
295,05/14/2022 09:25:00,17.619,,,
296,05/14/2022 09:30:00,17.640,,,
297,05/14/2022 09:35:00,17.672,,,
298,05/14/2022 09:40:00,17.683,,,
299,05/14/2022 09:45:00,17.715,,,
300,05/14/2022 09:50:00,17.715,,,
301,05/14/2022 09:55:00,17.715,,,
302,05/14/2022 10:00:00,17.747,,,
303,05/14/2022 10:05:00,17.769,,,
304,05/14/2022 10:10:00,17.855,,,
305,05/14/2022 10:15:00,17.897,,,
306,05/14/2022 10:20:00,17.930,,,
307,05/14/2022 10:25:00,17.983,,,
308,05/14/2022 10:30:00,18.026,,,
309,05/14/2022 10:35:00,18.123,,,
310,05/14/2022 10:40:00,18.198,,,
311,05/14/2022 10:45:00,18.230,,,
312,05/14/2022 10:50:00,18.316,,,
313,05/14/2022 10:55:00,18.359,,,
314,05/14/2022 11:00:00,18.369,,,
315,05/14/2022 11:05:00,18.391,,,
316,05/14/2022 11:10:00,18.434,,,
317,05/14/2022 11:15:00,18.530,,,
318,05/14/2022 11:20:00,18.530,,,
319,05/14/2022 11:25:00,18.487,,,
320,05/14/2022 11:30:00,18.584,,,
321,05/14/2022 11:35:00,18.605,,,
322,05/14/2022 11:40:00,18.573,,,
323,05/14/2022 11:45:00,18.584,,,
324,05/14/2022 11:50:00,18.670,,,
325,05/14/2022 11:55:00,18.584,,,
326,05/14/2022 12:00:00,18.605,,,
327,05/14/2022 12:05:00,18.627,,,
328,05/14/2022 12:10:00,18.616,,,
329,05/14/2022 12:15:00,18.573,,,
330,05/14/2022 12:20:00,18.595,,,
331,05/14/2022 12:25:00,18.616,,,
332,05/14/2022 12:30:00,18.659,,,
333,05/14/2022 12:35:00,18.670,,,
334,05/14/2022 12:40:00,18.670,,,
335,05/14/2022 12:45:00,18.648,,,
336,05/14/2022 12:50:00,18.713,,,
337,05/14/2022 12:55:00,18.852,,,
338,05/14/2022 13:00:00,18.970,,,
339,05/14/2022 13:05:00,19.056,,,
340,05/14/2022 13:10:00,19.152,,,
341,05/14/2022 13:15:00,19.249,,,
342,05/14/2022 13:20:00,19.324,,,
343,05/14/2022 13:25:00,19.313,,,
344,05/14/2022 13:30:00,19.260,,,
345,05/14/2022 13:35:00,19.227,,,
346,05/14/2022 13:40:00,19.313,,,
347,05/14/2022 13:45:00,19.270,,,
348,05/14/2022 13:50:00,19.302,,,
349,05/14/2022 13:55:00,19.345,,,
350,05/14/2022 14:00:00,19.345,,,
351,05/14/2022 14:05:00,19.313,,,
352,05/14/2022 14:10:00,19.302,,,
353,05/14/2022 14:15:00,19.345,,,
354,05/14/2022 14:20:00,19.367,,,
355,05/14/2022 14:25:00,19.356,,,
356,05/14/2022 14:30:00,19.302,,,
357,05/14/2022 14:35:00,19.217,,,
358,05/14/2022 14:40:00,19.174,,,
359,05/14/2022 14:45:00,19.088,,,
360,05/14/2022 14:50:00,19.131,,,
361,05/14/2022 14:55:00,19.099,,,
362,05/14/2022 15:00:00,19.056,,,
363,05/14/2022 15:05:00,19.088,,,
364,05/14/2022 15:10:00,19.045,,,
365,05/14/2022 15:15:00,18.841,,,
366,05/14/2022 15:20:00,18.830,,,
367,05/14/2022 15:25:00,18.906,,,
368,05/14/2022 15:30:00,19.002,,,
369,05/14/2022 15:35:00,19.099,,,
370,05/14/2022 15:40:00,19.238,,,
371,05/14/2022 15:45:00,19.217,,,
372,05/14/2022 15:50:00,19.152,,,
373,05/14/2022 15:55:00,19.109,,,
374,05/14/2022 16:00:00,19.195,,,
375,05/14/2022 16:05:00,19.174,,,
376,05/14/2022 16:10:00,19.217,,,
377,05/14/2022 16:15:00,19.227,,,
378,05/14/2022 16:20:00,19.206,,,
379,05/14/2022 16:25:00,19.163,,,
380,05/14/2022 16:30:00,19.174,,,
381,05/14/2022 16:35:00,19.142,,,
382,05/14/2022 16:40:00,18.948,,,
383,05/14/2022 16:45:00,18.959,,,
384,05/14/2022 16:50:00,18.991,,,
385,05/14/2022 16:55:00,19.034,,,
386,05/14/2022 17:00:00,19.056,,,
387,05/14/2022 17:05:00,19.013,,,
388,05/14/2022 17:10:00,18.991,,,
389,05/14/2022 17:15:00,18.948,,,
390,05/14/2022 17:20:00,19.002,,,
391,05/14/2022 17:25:00,18.927,,,
392,05/14/2022 17:30:00,18.916,,,
393,05/14/2022 17:35:00,18.873,,,
394,05/14/2022 17:40:00,18.830,,,
395,05/14/2022 17:45:00,18.830,,,
396,05/14/2022 17:50:00,18.820,,,
397,05/14/2022 17:55:00,18.788,,,
398,05/14/2022 18:00:00,18.777,,,
399,05/14/2022 18:05:00,18.766,,,
400,05/14/2022 18:10:00,18.777,,,
401,05/14/2022 18:15:00,18.777,,,
402,05/14/2022 18:20:00,18.777,,,
403,05/14/2022 18:25:00,18.873,,,
404,05/14/2022 18:30:00,18.841,,,
405,05/14/2022 18:35:00,18.766,,,
406,05/14/2022 18:40:00,18.745,,,
407,05/14/2022 18:45:00,18.766,,,
408,05/14/2022 18:50:00,18.809,,,
409,05/14/2022 18:55:00,18.788,,,
410,05/14/2022 19:00:00,18.798,,,
411,05/14/2022 19:05:00,18.798,,,
412,05/14/2022 19:10:00,18.798,,,
413,05/14/2022 19:15:00,18.798,,,
414,05/14/2022 19:20:00,18.809,,,
415,05/14/2022 19:25:00,18.820,,,
416,05/14/2022 19:30:00,18.820,,,
417,05/14/2022 19:35:00,18.788,,,
418,05/14/2022 19:40:00,18.755,,,
419,05/14/2022 19:45:00,18.766,,,
420,05/14/2022 19:50:00,18.745,,,
421,05/14/2022 19:55:00,18.691,,,
422,05/14/2022 20:00:00,18.691,,,
423,05/14/2022 20:05:00,18.691,,,
424,05/14/2022 20:10:00,18.670,,,
425,05/14/2022 20:15:00,18.659,,,
426,05/14/2022 20:20:00,18.648,,,
427,05/14/2022 20:25:00,18.637,,,
428,05/14/2022 20:30:00,18.627,,,
429,05/14/2022 20:35:00,18.595,,,
430,05/14/2022 20:40:00,18.595,,,
431,05/14/2022 20:45:00,18.573,,,
432,05/14/2022 20:50:00,18.541,,,
433,05/14/2022 20:55:00,18.477,,,
434,05/14/2022 21:00:00,18.498,,,
435,05/14/2022 21:05:00,18.498,,,
436,05/14/2022 21:10:00,18.466,,,
437,05/14/2022 21:15:00,18.434,,,
438,05/14/2022 21:20:00,18.423,,,
439,05/14/2022 21:25:00,18.423,,,
440,05/14/2022 21:30:00,18.412,,,
441,05/14/2022 21:35:00,18.391,,,
442,05/14/2022 21:40:00,18.380,,,
443,05/14/2022 21:45:00,18.348,,,
444,05/14/2022 21:50:00,18.337,,,
445,05/14/2022 21:55:00,18.316,,,
446,05/14/2022 22:00:00,18.284,,,
447,05/14/2022 22:05:00,18.284,,,
448,05/14/2022 22:10:00,18.262,,,
449,05/14/2022 22:15:00,18.241,,,
450,05/14/2022 22:20:00,18.251,,,
451,05/14/2022 22:25:00,18.208,,,
452,05/14/2022 22:30:00,18.198,,,
453,05/14/2022 22:35:00,18.176,,,
454,05/14/2022 22:40:00,18.155,,,
455,05/14/2022 22:45:00,18.176,,,
456,05/14/2022 22:50:00,18.144,,,
457,05/14/2022 22:55:00,18.144,,,
458,05/14/2022 23:00:00,18.144,,,
459,05/14/2022 23:05:00,18.112,,,
460,05/14/2022 23:10:00,18.112,,,
461,05/14/2022 23:15:00,18.080,,,
462,05/14/2022 23:20:00,18.058,,,
463,05/14/2022 23:25:00,18.026,,,
464,05/14/2022 23:30:00,18.015,,,
465,05/14/2022 23:35:00,17.994,,,
466,05/14/2022 23:40:00,17.972,,,
467,05/14/2022 23:45:00,17.972,,,
468,05/14/2022 23:50:00,17.962,,,
469,05/14/2022 23:55:00,17.951,,,
470,05/15/2022 00:00:00,17.940,,,
471,05/15/2022 00:05:00,17.897,,,
472,05/15/2022 00:10:00,17.865,,,
473,05/15/2022 00:15:00,17.876,,,
474,05/15/2022 00:20:00,17.855,,,
475,05/15/2022 00:25:00,17.833,,,
476,05/15/2022 00:30:00,17.822,,,
477,05/15/2022 00:35:00,17.812,,,
478,05/15/2022 00:40:00,17.790,,,
479,05/15/2022 00:45:00,17.779,,,
480,05/15/2022 00:50:00,17.769,,,
481,05/15/2022 00:55:00,17.747,,,
482,05/15/2022 01:00:00,17.737,,,
483,05/15/2022 01:05:00,17.704,,,
484,05/15/2022 01:10:00,17.715,,,
485,05/15/2022 01:15:00,17.694,,,
486,05/15/2022 01:20:00,17.683,,,
487,05/15/2022 01:25:00,17.672,,,
488,05/15/2022 01:30:00,17.640,,,
489,05/15/2022 01:35:00,17.640,,,
490,05/15/2022 01:40:00,17.640,,,
491,05/15/2022 01:45:00,17.597,,,
492,05/15/2022 01:50:00,17.608,,,
493,05/15/2022 01:55:00,17.597,,,
494,05/15/2022 02:00:00,17.586,,,
495,05/15/2022 02:05:00,17.576,,,
496,05/15/2022 02:10:00,17.565,,,
497,05/15/2022 02:15:00,17.565,,,
498,05/15/2022 02:20:00,17.533,,,
499,05/15/2022 02:25:00,17.522,,,
500,05/15/2022 02:30:00,17.501,,,
501,05/15/2022 02:35:00,17.479,,,
502,05/15/2022 02:40:00,17.479,,,
503,05/15/2022 02:45:00,17.458,,,
504,05/15/2022 02:50:00,17.436,,,
505,05/15/2022 02:55:00,17.447,,,
506,05/15/2022 03:00:00,17.426,,,
507,05/15/2022 03:05:00,17.415,,,
508,05/15/2022 03:10:00,17.404,,,
509,05/15/2022 03:15:00,17.404,,,
510,05/15/2022 03:20:00,17.372,,,
511,05/15/2022 03:25:00,17.361,,,
512,05/15/2022 03:30:00,17.372,,,
513,05/15/2022 03:35:00,17.340,,,
514,05/15/2022 03:40:00,17.350,,,
515,05/15/2022 03:45:00,17.350,,,
516,05/15/2022 03:50:00,17.350,,,
517,05/15/2022 03:55:00,17.350,,,
518,05/15/2022 04:00:00,17.329,,,
519,05/15/2022 04:05:00,17.329,,,
520,05/15/2022 04:10:00,17.329,,,
521,05/15/2022 04:15:00,17.286,,,
522,05/15/2022 04:20:00,17.265,,,
523,05/15/2022 04:25:00,17.243,,,
524,05/15/2022 04:30:00,17.275,,,
525,05/15/2022 04:35:00,17.275,,,
526,05/15/2022 04:40:00,17.286,,,
527,05/15/2022 04:45:00,17.265,,,
528,05/15/2022 04:50:00,17.254,,,
529,05/15/2022 04:55:00,17.254,,,
530,05/15/2022 05:00:00,17.265,,,
531,05/15/2022 05:05:00,17.254,,,
532,05/15/2022 05:10:00,17.232,,,
533,05/15/2022 05:15:00,17.243,,,
534,05/15/2022 05:20:00,17.254,,,
535,05/15/2022 05:25:00,17.243,,,
536,05/15/2022 05:30:00,17.265,,,
537,05/15/2022 05:35:00,17.275,,,
538,05/15/2022 05:40:00,17.297,,,
539,05/15/2022 05:45:00,17.318,,,
540,05/15/2022 05:50:00,17.340,,,
541,05/15/2022 05:55:00,17.350,,,
542,05/15/2022 06:00:00,17.361,,,
543,05/15/2022 06:05:00,17.372,,,
544,05/15/2022 06:10:00,17.404,,,
545,05/15/2022 06:15:00,17.404,,,
546,05/15/2022 06:20:00,17.415,,,
547,05/15/2022 06:25:00,17.426,,,
548,05/15/2022 06:30:00,17.458,,,
549,05/15/2022 06:35:00,17.479,,,
550,05/15/2022 06:40:00,17.501,,,
551,05/15/2022 06:45:00,17.490,,,
552,05/15/2022 06:50:00,17.511,,,
553,05/15/2022 06:55:00,17.522,,,
554,05/15/2022 07:00:00,17.543,,,
555,05/15/2022 07:05:00,17.554,,,
556,05/15/2022 07:10:00,17.565,,,
557,05/15/2022 07:15:00,17.565,,,
558,05/15/2022 07:20:00,17.608,,,
559,05/15/2022 07:25:00,17.651,,,
560,05/15/2022 07:30:00,17.640,,,
561,05/15/2022 07:35:00,17.661,,,
562,05/15/2022 07:40:00,17.672,,,
563,05/15/2022 07:45:00,17.694,,,
564,05/15/2022 07:50:00,17.715,,,
565,05/15/2022 07:55:00,17.715,,,
566,05/15/2022 08:00:00,17.747,,,
567,05/15/2022 08:05:00,17.747,,,
568,05/15/2022 08:10:00,17.790,,,
569,05/15/2022 08:15:00,17.822,,,
570,05/15/2022 08:20:00,17.855,,,
571,05/15/2022 08:25:00,17.908,,,
572,05/15/2022 08:30:00,17.908,,,
573,05/15/2022 08:35:00,17.940,,,
574,05/15/2022 08:40:00,17.962,,,
575,05/15/2022 08:45:00,17.972,,,
576,05/15/2022 08:50:00,18.015,,,
577,05/15/2022 08:55:00,18.048,,,
578,05/15/2022 09:00:00,18.058,,,
579,05/15/2022 09:05:00,18.090,,,
580,05/15/2022 09:10:00,18.123,,,
581,05/15/2022 09:15:00,18.176,,,
582,05/15/2022 09:20:00,18.219,,,
583,05/15/2022 09:25:00,18.198,,,
584,05/15/2022 09:30:00,18.241,,,
585,05/15/2022 09:35:00,18.251,,,
586,05/15/2022 09:40:00,18.230,,,
587,05/15/2022 09:45:00,18.273,,,
588,05/15/2022 09:50:00,18.262,,,
589,05/15/2022 09:55:00,18.305,,,
590,05/15/2022 10:00:00,18.337,,,
591,05/15/2022 10:05:00,18.337,,,
592,05/15/2022 10:10:00,18.380,,,
593,05/15/2022 10:15:00,18.423,,,
594,05/15/2022 10:20:00,18.455,,,
595,05/15/2022 10:25:00,18.487,,,
596,05/15/2022 10:30:00,18.552,,,
597,05/15/2022 10:35:00,18.605,,,
598,05/15/2022 10:40:00,18.648,,,
599,05/15/2022 10:45:00,18.713,,,
600,05/15/2022 10:50:00,18.723,,,
601,05/15/2022 10:55:00,18.809,,,
602,05/15/2022 11:00:00,18.798,,,
603,05/15/2022 11:05:00,18.809,,,
604,05/15/2022 11:10:00,18.841,,,
605,05/15/2022 11:15:00,18.906,,,
606,05/15/2022 11:20:00,18.906,,,
607,05/15/2022 11:25:00,18.970,,,
608,05/15/2022 11:30:00,18.981,,,
609,05/15/2022 11:35:00,18.981,,,
610,05/15/2022 11:40:00,18.948,,,
611,05/15/2022 11:45:00,18.970,,,
612,05/15/2022 11:50:00,19.024,,,
613,05/15/2022 11:55:00,19.045,,,
614,05/15/2022 12:00:00,19.045,,,
615,05/15/2022 12:05:00,19.131,,,
616,05/15/2022 12:10:00,19.227,,,
617,05/15/2022 12:15:00,19.281,,,
618,05/15/2022 12:20:00,19.313,,,
619,05/15/2022 12:25:00,19.345,,,
620,05/15/2022 12:30:00,19.420,,,
621,05/15/2022 12:35:00,19.410,,,
622,05/15/2022 12:40:00,19.453,,,
623,05/15/2022 12:45:00,19.506,,,
624,05/15/2022 12:50:00,19.517,,,
625,05/15/2022 12:55:00,19.506,,,
626,05/15/2022 13:00:00,19.474,,,
627,05/15/2022 13:05:00,19.453,,,
628,05/15/2022 13:10:00,19.399,,,
629,05/15/2022 13:15:00,19.388,,,
630,05/15/2022 13:20:00,19.367,,,
631,05/15/2022 13:25:00,19.356,,,
